,Unnamed: 0,sql_id,nl_query,sql,GT_sql,tianyi_code,zhengn_code
395,395,1640,How much does the car accelerate that makes amc hornet sportabout (sw)?,"SELECT cars_data.Accelerate FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Accelerate WHERE car_names.Make = ""amc hornet sportaboutout"" AND car_names.Make = ""sw""",SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,"BE5, D1","D1, BE5, F2"
396,396,1642,What is the number of makers of care in France?,"SELECT COUNT(*) FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country WHERE countries.CountryName = ""France""",SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,D1a,"CL1, D1a"
397,397,1643,What is the smallest weight of the car produced with 8 cylinders on 1974 ?,SELECT MIN(cars_data.Weight) FROM cars_data WHERE cars_data.Cylinders = 1974 AND cars_data.Year = 8,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,D1,D1
398,398,1644,What is the minimum weight of the car with 8 cylinders produced in 1974 ?,SELECT MIN(cars_data.Weight) FROM cars_data WHERE cars_data.Year = 1974 AND cars_data.Year = 8,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,BF4,D1
399,399,1645,What are all the makers and models?,"SELECT car_makers.Maker, model_list.Model FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker","SELECT Maker ,  Model FROM MODEL_LIST;","E1, CL1","E1, CL1"
400,400,1646,What are the makers and models?,"SELECT car_makers.Maker, model_list.Model FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker","SELECT Maker ,  Model FROM MODEL_LIST;","E1, CL1","E1, CL1"
401,401,1647,What are the countries having at least one car maker? List name and id.,"SELECT countries.CountryName, countries.CountryId FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country","SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;","AN2, A1f",AN2
402,402,1648,What are the names and ids of all countries with at least one car maker?,"SELECT countries.CountryName, countries.CountryId FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country","SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;","AN2, A1f",AN2
403,403,1651,What is the average edispl of the cars of model volvo?,"SELECT AVG(cars_data.Edispl) FROM model_list JOIN cars_data ON cars_data.Id = model_list.Maker WHERE model_list.Model = ""volvo""",SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,"BE5, CF5, CE3","CL1, CE3"
404,404,1652,What is the average edispl for all volvos?,SELECT AVG(cars_data.Edispl) FROM cars_data,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,"F4, CL1, CE2","CL1, CE2, F4"
405,405,1653,What is the maximum accelerate for different number of cylinders?,"SELECT MAX(cars_data.Accelerate), cars_data.Cylinders FROM cars_data GROUP BY cars_data.Accelerate","SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;",BN1,BN1
406,406,1657,Which makers designed more than 3 car models? List full name and the id.,"SELECT car_makers.FullName, car_makers.Maker FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id HAVING COUNT(*) > 3","SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",BL1,BL1
407,407,1658,What are the names and ids of all makers with more than 3 models?,"SELECT car_makers.Maker, car_makers.Id FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id HAVING COUNT(*) > 3","SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",BL1,BL1
408,408,1661,How many countries has more than 2 car makers ?,SELECT COUNT(car_makers.Country) FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country GROUP BY car_makers.Country HAVING COUNT(*) > 2,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,BN1,"BL1, BN1"
409,409,1662,What is the number of countries with more than 2 car makers ?,SELECT COUNT(car_makers.Country) FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country GROUP BY car_makers.Country HAVING COUNT(*) > 2,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,CL1,"BL1, BN1"
410,410,1663,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,SELECT MAX(cars_data.Horsepower) FROM cars_data WHERE cars_data.Year < 1980 OR cars_data.Year < 1980,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,"BL1, F4","F3, BL1, F4"
411,411,1667,Which cities do more than one employee under age 30 come from?,SELECT employee.City FROM employee WHERE employee.Age > 30 GROUP BY employee.City HAVING COUNT(*) > 1,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,F1,"N3, F1"
412,412,1668,Find the cities that have more than one employee under age 30.,SELECT employee.City FROM employee WHERE employee.Age > 30 GROUP BY employee.City HAVING COUNT(*) > 1,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,F1,"N3, F1"
413,413,1677,Find the number of employees hired in each shop; show the shop name as well.,"SELECT shop.Name, COUNT(*) FROM hiring JOIN shop ON hiring.Shop_ID = shop.Shop_ID GROUP BY hiring.Shop_ID","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",BN1,BN1
414,414,1678,"For each shop, return the number of employees working there and the name of the shop.","SELECT shop.Name, COUNT(*) FROM hiring JOIN shop ON hiring.Shop_ID = shop.Shop_ID GROUP BY hiring.Shop_ID","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",BN1,BN1
415,415,1683,List the number of different series names and contents in the TV Channel table.,"SELECT COUNT(DISTINCT TV_Channel.series_name), COUNT(TV_Channel.Content) FROM TV_Channel","SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",A1b,"BL1, A1b"
416,416,1684,How many different series and contents are listed in the TV Channel table?,"SELECT COUNT(DISTINCT TV_Channel.series_name), COUNT(TV_Channel.Content) FROM TV_Channel","SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",A1b,"BL1, A1b"
417,417,1687,"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.","SELECT TV_Channel.series_name FROM Cartoon JOIN TV_Channel ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = ""the Rise of the Blue Beetle !""","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";","D1a, D1c",D1
418,418,1688,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","SELECT TV_Channel.series_name FROM Cartoon JOIN TV_Channel ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = ""the Rise of the Blue Beetle""","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",D1,D1
419,419,1689,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".","SELECT Cartoon.Title FROM Cartoon JOIN TV_series ON TV_series.id = Cartoon.Channel JOIN TV_Channel ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.series_name = ""Sky Radio""","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","CE3, E1",E1
420,420,1690,"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?","SELECT TV_series.Episode FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.series_name = ""Sky Radio""","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","BL1, CE3","CE3, CL1"
421,421,1693,What is minimum and maximum share of TV series?,"SELECT MIN(TV_series.Share), MAX(TV_series.Share) FROM TV_series","SELECT max(SHARE) , min(SHARE) FROM TV_series;",,
422,422,1695,"What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.","SELECT TV_series.Channel FROM TV_series WHERE TV_series.Episode = ""A Love of A Lifetime""","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";","BL1, D1a, CE2","BL1, CE2, D1a"
423,423,1696,"What is the name of the series that has the episode ""A Love of a Lifetime""?","SELECT TV_series.Episode FROM TV_series WHERE TV_series.Episode = ""A Love of A Lifetime""","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";","BL1, E1, D1a","BL1, CE2, D1a"
424,424,1703,Find the package choice and series name of the TV channel that has high definition TV.,"SELECT TV_Channel.Package_Option, TV_Channel.series_name FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.Hight_definition_TV = ""t""","SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""","E1, D1","D1c, E1"
425,425,1704,What are the package options and the name of the series for the TV Channel that supports high definition TV?,"SELECT TV_Channel.Package_Option, TV_Channel.series_name FROM TV_Channel WHERE TV_Channel.Hight_definition_TV = ""high definition TV""","SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""",D1,D1
426,426,1709,What are the distinct creation years of the departments managed by a secretary born in state 'Alabama'?,"SELECT DISTINCT department.Creation FROM management JOIN head ON management.department_ID = head.head_ID JOIN department ON management.department_ID = department.Department_ID WHERE head.born_state = ""Alabama""",SELECT DISTINCT T1.creation FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id JOIN head AS T3 ON T2.head_id  =  T3.head_id WHERE T3.born_state  =  'Alabama',BE5,CE3
427,427,1714,Find the level name of the catalog with the lowest price (in USD).,SELECT Catalogs.catalog_name FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_level_number ORDER BY Catalog_Contents.price_in_dollars LIMIT 1,SELECT t2.catalog_level_name FROM catalog_contents AS t1 JOIN catalog_structure AS t2 ON t1.catalog_level_number  =  t2.catalog_level_number ORDER BY t1.price_in_dollars LIMIT 1,"BL1, BE5","CL1, CE3"
428,428,1715,Show the album names and ids for albums that contain tracks with unit price bigger than 1.,"SELECT Track.Name, Album.AlbumId FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId WHERE Track.UnitPrice > 1","SELECT T1.Title ,  T2.AlbumID FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId WHERE T2.UnitPrice  >  1 GROUP BY T2.AlbumID","BL1, AN2","BL1, AN2"
429,429,1716,What are the titles and ids for albums containing tracks with unit price greater than 1?,"SELECT Album.Title, Album.AlbumId FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId WHERE Track.UnitPrice > 1","SELECT T1.Title ,  T2.AlbumID FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId WHERE T2.UnitPrice  >  1 GROUP BY T2.AlbumID","AN2, CL1","AN2, CL1"
430,430,1717,Find all the customer last names that do not have invoice totals larger than 20.,SELECT Customer.LastName FROM Customer EXCEPT SELECT Customer.LastName FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.LastName HAVING SUM(Invoice.Total) > 20,SELECT LastName FROM CUSTOMER EXCEPT SELECT T1.LastName FROM CUSTOMER AS T1 JOIN Invoice AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T2.total  >  20,"N3, L4",N3
431,431,1721,Please list the name and id of all artists that have at least 3 albums in alphabetical order.,"SELECT Artist.Name, Album.ArtistId FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Album.ArtistId HAVING COUNT(*) >= 3 ORDER BY Album.ArtistId","SELECT T2.Name ,  T1.ArtistId FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistID GROUP BY T1.ArtistId HAVING COUNT(*)  >=  3 ORDER BY T2.Name",BK1,"BK1, CL1"
432,432,1722,"What are the names and ids of artists with 3 or more albums, listed in alphabetical order?","SELECT Artist.Name, Artist.ArtistId FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Album.ArtistId HAVING COUNT(*) >= 3","SELECT T2.Name ,  T1.ArtistId FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistID GROUP BY T1.ArtistId HAVING COUNT(*)  >=  3 ORDER BY T2.Name","BK1, CL1","KA1b, CL1"
433,433,1723,Find the names of artists that do not have any albums.,SELECT Artist.Name FROM Artist WHERE Artist.ArtistId NOT IN (SELECT Album.ArtistId FROM Album),SELECT Name FROM ARTIST EXCEPT SELECT T2.Name FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId,"CE2, A1d","CE2, A1d"
434,434,1724,What are the names of artists who have not released any albums?,SELECT Artist.Name FROM Artist WHERE Artist.ArtistId NOT IN (SELECT Album.ArtistId FROM Album),SELECT Name FROM ARTIST EXCEPT SELECT T2.Name FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId,"CE2, A1d","CE2, A1d"
435,435,1725,What are the names of enzymes in the medicine named 'Amisulpride' that can serve as an 'inhibitor'?,"SELECT enzyme.name FROM enzyme JOIN medicine_enzyme_interaction ON enzyme.id = medicine_enzyme_interaction.enzyme_id JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id WHERE medicine.name = ""Amisulpride"" AND medicine_enzyme_interaction.medicine_id = ""inhibitor""",SELECT T1.name FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T1.id  =  T2.enzyme_id JOIN medicine AS T3 ON T2.medicine_id  =  T3.id WHERE T3.name  =  'Amisulpride' AND T2.interaction_type  =  'inhibitor',BF4,BF4
436,436,1727,"What are the ids, names and FDA approval status of medicines in descending order of the number of enzymes that it can interact with.","SELECT medicine.id, medicine.name, medicine.FDA_approved FROM medicine JOIN medicine_enzyme_interaction ON medicine.id = medicine_enzyme_interaction.enzyme_id GROUP BY medicine.id ORDER BY COUNT(*) DESC","SELECT T1.id ,  T1.Name ,  T1.FDA_approved FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id ORDER BY count(*) DESC",BE5,BE5
437,437,1728,"What are the ids, names, and FDA approval status for medicines ordered by descending number of possible enzyme interactions?","SELECT medicine.id, medicine.name, medicine.FDA_approved FROM medicine JOIN medicine_enzyme_interaction ON medicine.id = medicine_enzyme_interaction.medicine_id ORDER BY medicine.FDA_approved DESC","SELECT T1.id ,  T1.Name ,  T1.FDA_approved FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id ORDER BY count(*) DESC","BK1, AN2",BK1
438,438,1729,What is the interaction type of the enzyme named 'ALA synthase' and the medicine named 'Aripiprazole'?,"SELECT medicine_enzyme_interaction.interaction_type FROM enzyme JOIN medicine_enzyme_interaction ON enzyme.id = medicine_enzyme_interaction.enzyme_id JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id WHERE enzyme.name = ""ALA synthprazole"" AND medicine.name = ""Aripiprazole""",SELECT T1.interaction_type FROM medicine_enzyme_interaction AS T1 JOIN medicine AS T2 ON T1.medicine_id  =  T2.id JOIN enzyme AS T3 ON T1.enzyme_id  =  T3.id WHERE T3.name  =  'ALA synthase' AND T2.name  =  'Aripiprazole',"AN2, D1",D1
439,439,1730,What is the type of interaction for the enzyme named 'ALA synthase' and the medicine named 'Aripiprazole'?,"SELECT medicine_enzyme_interaction.interaction_type FROM medicine_enzyme_interaction JOIN enzyme ON medicine_enzyme_interaction.enzyme_id = enzyme.id WHERE enzyme.name = ""ALA synthpiprazole""",SELECT T1.interaction_type FROM medicine_enzyme_interaction AS T1 JOIN medicine AS T2 ON T1.medicine_id  =  T2.id JOIN enzyme AS T3 ON T1.enzyme_id  =  T3.id WHERE T3.name  =  'ALA synthase' AND T2.name  =  'Aripiprazole',"CE2, F4","F4, D1"
440,440,1731,What is the most common interaction type between enzymes and medicine? And how many are there?,"SELECT medicine_enzyme_interaction.interaction_type, COUNT(*) FROM medicine_enzyme_interaction WHERE medicine_enzyme_interaction.interaction_type = (SELECT medicine_enzyme_interaction.medicine_id FROM medicine_enzyme_interaction GROUP BY medicine_enzyme_interaction.interaction_type ORDER BY COUNT(*) DESC LIMIT 1) ORDER BY COUNT(*) DESC LIMIT 1","SELECT interaction_type ,  count(*) FROM medicine_enzyme_interaction GROUP BY interaction_type ORDER BY count(*) DESC LIMIT 1","F3, BN1",F3
441,441,1732,"What are the most common types of interactions between enzymes and medicine, and how many types are there?",SELECT * FROM medicine,"SELECT interaction_type ,  count(*) FROM medicine_enzyme_interaction GROUP BY interaction_type ORDER BY count(*) DESC LIMIT 1","BL2, AN2, KA1b, CL1","BL2, AN2, KA1b, CL1"
442,442,1733,Find the founded year of the newest non public school.,SELECT university.Founded FROM university WHERE university.Founded = (SELECT MAX(university.Founded) FROM university),SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1,"KA1b, BF4","KA1b, BF4"
443,443,1734,What is the founded year of the non public school that was founded most recently?,SELECT university.School FROM university ORDER BY university.Founded DESC LIMIT 1,SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1,"BL1, F4","BL1, F4"
444,444,1737,What is the team name and acc regular season score of the school that was founded for the longest time?,"SELECT basketball_match.Team_Name, basketball_match.School_ID FROM basketball_match ORDER BY basketball_match.ACC_Regular_Season DESC LIMIT 1","SELECT t2.team_name ,  t2.ACC_Regular_Season FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id ORDER BY t1.founded LIMIT 1","BL1, BK1, CE2, K2","BL1, BK1, CE2"
445,445,1738,Return the name of the team and the acc during the regular season for the school that was founded the earliest.,"SELECT basketball_match.Team_Name, basketball_match.ACC_Regular_Season FROM basketball_match JOIN basketball_match ON basketball_match.School_ID = basketball_match.Team_ID ORDER BY basketball_match.ACC_Regular_Season LIMIT 1","SELECT t2.team_name ,  t2.ACC_Regular_Season FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id ORDER BY t1.founded LIMIT 1","BK1, CE3, BE5","BE5, BK1"
446,446,1739,List all of the player ids with a height of at least 180cm and an overall rating higher than 85.,SELECT Player.id FROM Player WHERE Player.height BETWEEN 180 AND 85,SELECT player_api_id FROM Player WHERE height  >=  180 INTERSECT SELECT player_api_id FROM Player_Attributes WHERE overall_rating  >  85,"BL1, F4, A1g, D1","BL1, F4, A1g"
447,447,1740,Who are the top 3 players in terms of overall rating?,SELECT Player_Attributes.player_fifa_api_id FROM Player_Attributes ORDER BY Player_Attributes.overall_rating DESC LIMIT 3,SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id  =  T2.player_api_id ORDER BY overall_rating DESC LIMIT 3,"BL1, A1b, CL1, CE2","A1b, BK1, CL1, CE2"
448,448,1741,List the names and birthdays of the top five players in terms of potential.,"SELECT Player.player_name, Player.birthday FROM Player GROUP BY Player.player_name ORDER BY COUNT(*) DESC LIMIT 5","SELECT DISTINCT T1.player_name ,  T1.birthday FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id  =  T2.player_api_id ORDER BY potential DESC LIMIT 5","A1b, AN2, CE2","N3, A1b, CE2"
449,449,1744,Show the names of members and the location of performances they attended in ascending alphabetical order of their names.,"SELECT member.Name, performance.Location FROM member JOIN member_attendance ON member.Member_ID = member_attendance.Member_ID JOIN performance ON member_attendance.Performance_ID = performance.Performance_ID ORDER BY performance.Attendance","SELECT T2.Name ,  T3.Location FROM member_attendance AS T1 JOIN member AS T2 ON T1.Member_ID  =  T2.Member_ID JOIN performance AS T3 ON T1.Performance_ID  =  T3.Performance_ID ORDER BY T2.Name ASC",BK1,"BK1, K2"
450,450,1749,"Show the names of people, and dates and venues of debates they are on the negative side, ordered in ascending alphabetical order of name.","SELECT COUNT(*), debate_people.Negative FROM debate_people JOIN debate ON debate_people.Debate_ID = debate.Debate_ID WHERE debate_people.Negative = debate.Venue ORDER BY debate_people.Negative","SELECT T3.Name ,  T2.Date ,  T2.Venue FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID  =  T2.Debate_ID JOIN people AS T3 ON T1.Negative  =  T3.People_ID ORDER BY T3.Name ASC","F3, BK1, CL1, CE2","BL1, BE5, L4, BL3, BK1, K2"
451,451,1750,Show the names of people that are on affirmative side of debates with number of audience bigger than 200.,SELECT people.Name FROM debate_people JOIN people ON debate_people.Affirmative = people.People_ID WHERE debate_people.Affirmative > 200,SELECT T3.Name FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID  =  T2.Debate_ID JOIN people AS T3 ON T1.Affirmative  =  T3.People_ID WHERE T2.Num_of_Audience  >  200,"BF4, CE2, CF5","BE5, CE2, CF5"
452,452,1754,Find the names of customers who have no policies associated.,SELECT Customers.Customer_ID FROM Customers EXCEPT SELECT Policies.Customer_ID FROM Policies,SELECT customer_details FROM customers EXCEPT SELECT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id,"BL1, CE2","BL1, CE2"
453,453,1755,What are the names of customers who do not have any policies?,SELECT Customers.Customer_ID FROM Customers EXCEPT SELECT Policies.Customer_ID FROM Policies,SELECT customer_details FROM customers EXCEPT SELECT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id,"BL1, CE2","BL1, CE2"
454,454,1756,Find the names of customers who either have an deputy policy or uniformed policy.,"SELECT Customers.Customer_ID FROM Customers JOIN Policies ON Customers.Customer_ID = Policies.Customer_ID WHERE Policies.Policy_Type_Code = ""deputy"" OR Policies.Policy_Type_Code = ""uniformed""","SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy"" OR t1.policy_type_code  =  ""Uniform""","BL1, A1b, D1a, D1c","BL1, BE5, D1a, A1b"
455,455,1767,What are the names of products that have never been ordered?,SELECT Products.product_name FROM Products WHERE Products.product_id NOT IN (SELECT Order_Items.product_id FROM Order_Items),SELECT product_name FROM Products EXCEPT SELECT T1.product_name FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id,"F3, CE2",A1d
456,456,1768,Show all product names and the number of customers having an order on each product.,"SELECT COUNT(DISTINCT Products.product_name), Orders.customer_id FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id JOIN Products ON Order_Items.product_id = Products.product_id GROUP BY Products.product_id","SELECT T2.product_name ,  count(*) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T3.order_id  =  T1.order_id GROUP BY T2.product_name","BL1, BN1, A2a","BN1, CL1"
457,457,1769,"What are teh names of the different products, as well as the number of customers who have ordered each product.","SELECT Products.product_name, COUNT(DISTINCT Orders.customer_id) FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id JOIN Products ON Order_Items.product_id = Products.product_id GROUP BY Products.product_id","SELECT T2.product_name ,  count(*) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T3.order_id  =  T1.order_id GROUP BY T2.product_name","BN1, A2a","BN1, CL1"
458,458,1772,What is the checking balance of the account whose owner’s name contains the substring ‘ee’?,"SELECT CHECKING.balance FROM CHECKING JOIN ACCOUNTS ON CHECKING.custid = ACCOUNTS.custid WHERE ACCOUNTS.name LIKE ""% ee %""",SELECT T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T1.name LIKE '%ee%',D1c,D1
459,459,1773,Find the balance of the checking account belonging to an owner whose name contains 'ee'.,"SELECT CHECKING.balance FROM ACCOUNTS JOIN CHECKING ON CHECKING.custid = ACCOUNTS.custid WHERE ACCOUNTS.name LIKE ""% ee %""",SELECT T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T1.name LIKE '%ee%',D1c,D1
460,460,1775,What are the checking and savings balances in accounts belonging to Brown?,"SELECT CHECKING.balance FROM CHECKING JOIN ACCOUNTS ON CHECKING.custid = ACCOUNTS.custid WHERE ACCOUNTS.name = ""Brown""","SELECT T2.balance ,  T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T1.name  =  'Brown'","BL3, CE3","BL3, CE2"
461,461,1776,"Find the name, checking balance and savings balance of all accounts in the bank sorted by their total checking and savings balance in descending order.","SELECT ACCOUNTS.name, SAVINGS.balance FROM ACCOUNTS JOIN SAVINGS ON ACCOUNTS.custid = SAVINGS.custid ORDER BY SAVINGS.balance DESC","SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC","BL1, BK1, BE5, CE2","BK1, BL3, CE2"
462,462,1777,"What are the names, checking balances, and savings balances of customers, ordered by the total of checking and savings balances descending?",SELECT * FROM ACCOUNTS,"SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC","BK1, CE2, BL2, CL1","BK1, CE2, BL2, CL1"
463,463,1778,Find the name of accounts whose checking balance is higher than corresponding saving balance.,SELECT ACCOUNTS.name FROM ACCOUNTS JOIN SAVINGS ON ACCOUNTS.custid = SAVINGS.balance WHERE SAVINGS.balance > (SELECT MIN(CHECKING.balance) FROM CHECKING),SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T2.balance  >  T3.balance,"CF5, CE3","CF5, CE3"
464,464,1779,What are the names of customers with a higher checking balance than savings balance?,SELECT * FROM ACCOUNTS,SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T2.balance  >  T3.balance,"CE2, BL2","CE2, F4, BL2"
