,sql,nl_query,GT_sql,tianyi,tianyi_code,zhengning,zhengn_code
227,"select T1.FirstName , T2.FirstName , T3.CustomerId from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId join Invoice as T3 on T2.CustomerId = T3.CustomerId group by T1.EmployeeId having count ( T2.CustomerId ) >= 10",What are the first names and support rep ids for employees serving 10 or more customers?,"SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",tianyi,"BL2, E1, O3",zhengning,"O3, BL2, E1, BL1, CL1"
228,select T1.LastName from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId where T2.LastName < 20 group by T1.LastName having count ( * ) >= 1,Please show the employee last names that serves no more than 20 customers.,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,tianyi,"BN1, CL1, D1, O3",zhengning,"O3, F3, CL1"
229,select T1.LastName from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId where T2.LastName <= 20,What are the last names of employees who serve at most 20 customers?,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,tianyi,"F3, A1f, AN2",zhengning,"F3, A1f"
230,"select avg ( T3.UnitPrice ) from Genre as T1 join Track as T2 on T1.GenreId = T2.GenreId join InvoiceLine as T3 on T2.TrackId = T3.TrackId where T1.Name = ""rock""",What is the average unit price of rock tracks?,"SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,"BE5, BF4, CE2",zhengning,"CE3, BF4"
231,"select name , Trade_Name from medicine where FDA_approved = """"",What are the names and trade names of the medcines that are FDA approved?,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",tianyi,D1,zhengning,D1
232,select T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id group by T1.medicine_id having count ( * ) > 1,"For every medicine id, what are the names of the medicines that can interact with more than one enzyme?","SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",tianyi,"BL3, BN1, D1, O3",zhengning,O3
233,"select T3.id , T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id join enzyme as T3 on T1.enzyme_id = T3.id group by T1.medicine_id having count ( * ) >= 3",What is the id and trade name of the medicines can interact with at least 3 enzymes?,"SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",tianyi,"BE5, BF4, CE2",zhengning,"CF5, D1, CE2"
234,"select T1.medicine_id , T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id group by T1.medicine_id having count ( * ) >= 3",What are the ids and trade names of the medicine that can interact with at least 3 enzymes?,"SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",tianyi,P3,zhengning,P3
235,"select T2.name , T2.Location , T2.Product from medicine_enzyme_interaction as T1 join enzyme as T2 on T1.enzyme_id = T2.id where T1.interaction_type = 'inhibitor'","What are the distinct name, location and products of the enzymes which has any 'inhibitor' interaction?","SELECT DISTINCT T1.name ,  T1.location ,  T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id  =  T1.id WHERE T2.interaction_type  =  'inhibitor'",tianyi,A1b,zhengning,A1b
236,"select T2.name , T2.Location , T2.Product from medicine_enzyme_interaction as T1 join enzyme as T2 on T1.enzyme_id = T2.id where T1.interaction_type = ""inhibitor""","What are the different names, locations, and products of the enzymes that are capable inhibitor interactions?","SELECT DISTINCT T1.name ,  T1.location ,  T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id  =  T1.id WHERE T2.interaction_type  =  'inhibitor'",tianyi,A1b,zhengning,A1b
237,"select name from enzyme where name like ""% ALA %""","Which enzyme names have the substring ""ALA""?","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",tianyi,P3,zhengning,P3
238,"select count ( * ) , Trade_Name from medicine group by name",How many medicines are offered by each trade name?,"SELECT trade_name ,  count(*) FROM medicine GROUP BY trade_name",tianyi,"BL3, BN1",zhengning,BN1
239,"select School , Location from university",List all public schools and their locations.,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",tianyi,F4,zhengning,F4
240,"select School , Location from university",What are the public schools and what are their locations?,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",tianyi,F4,zhengning,F4
241,select School from university order by Founded desc limit 1,When was the school with the largest enrollment founded?,SELECT founded FROM university ORDER BY enrollment DESC LIMIT 1,tianyi,"BK1, BL1",zhengning,"BK1, BL1"
242,"select T1.Location , T2.Team_Name from university as T1 join basketball_match as T2 on T1.School_ID = T2.School_ID where T1.School = ""Clemson""",Find the location and all games score of the school that has Clemson as its team name.,"SELECT t2.All_Games ,  t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE team_name  =  'Clemson'",tianyi,"BF4, BL1",zhengning,"BF4, BL1"
243,"select Location , School from university where Nickname = ""Clemson""",What are the all games score and location of the school called Clemson?,"SELECT t2.All_Games ,  t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE team_name  =  'Clemson'",tianyi,"CE2, A1b",zhengning,"CE2, A1b"
244,"select sum ( Enrollment ) , max ( Enrollment ) from university",What is the total and minimum enrollment of all schools?,"SELECT sum(enrollment) ,  min(enrollment) FROM university",tianyi,L4,zhengning,L4
245,"select sum ( Enrollment ) , max ( Enrollment ) from university",Return the total and minimum enrollments across all schools.,"SELECT sum(enrollment) ,  min(enrollment) FROM university",tianyi,L4,zhengning,L4
246,select School from university where Founded > 1850 or Founded < 1,Find the schools that were either founded after 1850 or public.,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',tianyi,"BF4, D1",zhengning,BF4
247,"select count ( * ) from university where Location like ""% ny %""",How many universities have a location that contains NY?,"SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""",tianyi,P3,zhengning,P3
248,"select Affiliation , count ( Enrollment ) from university where Founded > 1850 group by Affiliation",Find the total number of students enrolled in the colleges that were founded after the year of 1850 for each affiliation type.,"SELECT sum(Enrollment) ,  affiliation FROM university WHERE founded  >  1850 GROUP BY affiliation",tianyi,L4,zhengning,L4
249,"select country_id , name from League",List all country and league names.,"SELECT T1.name ,  T2.name FROM Country AS T1 JOIN League AS T2 ON T1.id  =  T2.country_id",tianyi,BN1,zhengning,"BN1, CL1"
250,"select count ( * ) from sqlite_sequence as T1 join League as T2 where T1.seq = ""England""",How many leagues are there in England?,"SELECT count(*) FROM Country AS T1 JOIN League AS T2 ON T1.id  =  T2.country_id WHERE T1.name  =  ""England""",tianyi,"F1, CL1",zhengning,"BK1, CL1"
251,"select max ( height ) , min ( height ) from Player",What is the maximum and minimum height of all players?,"SELECT max(weight) ,  min(weight) FROM Player",tianyi,BL1,zhengning,BL1
252,select T2.player_name from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.preferred_foot > 90 and T1.crossing > 1,List the names of all players who have a crossing score higher than 90 and prefer their right foot.,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.crossing  >  90 AND T2.preferred_foot  =  ""right""",tianyi,"BE5, BF4, A1b, D1",zhengning,"D1, A1b"
253,select T2.player_name from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.overall_rating between 85 and 90,List the names of all left-footed players who have overall rating between 85 and 90.,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.preferred_foot  =  ""left"" AND T2.overall_rating  >=  85 AND T2.overall_rating  <=  90",tianyi,"E1, BL1, A1b, CL1",zhengning,"E1, A1b, CL1"
254,"select avg ( T1.overall_rating ) from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T2.height = ""l"" and T2.weight = ""t""",What is the average rating for right-footed players and left-footed players?,"SELECT preferred_foot ,  avg(overall_rating) FROM Player_Attributes GROUP BY preferred_foot",tianyi,"F3, BL3, AN2, E1",zhengning,"F3, BL3, E1, AN2"
255,select count ( * ) from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.overall_rating > 80 and T1.overall_rating > 'right footed',"Of all players with an overall rating greater than 80, how many are right-footed and left-footed?","SELECT preferred_foot ,  count(*) FROM Player_Attributes WHERE overall_rating  >  80 GROUP BY preferred_foot",tianyi,"F3, BL3, AN2, E1",zhengning,"F3, BL3, E1, AN2"
256,"select T2.Name , count ( * ) from debate_people as T1 join people as T2 on T1.Affirmative = T2.People_ID where T1.Affirmative = ""affirmative"" group by T1.Negative",Show the names of people and the number of times they have been on the affirmative side of debates.,"SELECT T2.Name ,  COUNT(*) FROM debate_people AS T1 JOIN people AS T2 ON T1.Affirmative  =  T2.People_ID GROUP BY T2.Name",tianyi,"F4, BN1",zhengning,"F3, BN1"
257,select T2.Name from debate_people as T1 join people as T2 on T1.Affirmative = T2.People_ID group by T1.Affirmative having count ( * ) >= 2,Show the names of people who have been on the negative side of debates at least twice.,SELECT T2.Name FROM debate_people AS T1 JOIN people AS T2 ON T1.Negative  =  T2.People_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,tianyi,"BE5, BN1",zhengning,"BN1, BE5"
258,"select T1.Policy_Type_Code from Policies as T1 join Claim_Headers as T2 on T1.Policy_ID = T2.Policy_ID where T2.Claim_Type_Code = ""Dayana Robel""","Find all the policy type codes associated with the customer ""Dayana Robel""","SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t2.customer_details  =  ""Dayana Robel""",tianyi,"E1, A1b, CL1",zhengning,"E1, CL1"
259,"select Policy_Type_Code from Policies where Customer_ID = ""Dayana Robel""","What are the type codes of the policies used by the customer ""Dayana Robel""?","SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t2.customer_details  =  ""Dayana Robel""",tianyi,"BN1, BL2, E1, A1b",zhengning,"E1, CL1, A1b"
260,"select sum ( Amount_Claimed ) , avg ( Amount_Piad ) from Claim_Headers",Find the total and average amount paid in claim headers.,"SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",tianyi,BL1,zhengning,BL1
261,"select sum ( Amount_Claimed ) , avg ( Amount_Piad ) from Claim_Headers",What are the total amount and average amount paid in claim headers?,"SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",tianyi,BL1,zhengning,BL1
262,"select Customer_Details from Customers where like ""% Diana %""","Find the names of customers whose name contains ""Diana"".","SELECT customer_details FROM customers WHERE customer_details LIKE ""%Diana%""",tianyi,P3,zhengning,P3
263,select Customer_ID from Policies where Policy_Type_Code = 'deputy',Find the names of the customers who have an deputy policy.,"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy""",tianyi,"BL1, CE2, CL1",zhengning,"CL1, CE2"
264,"select T1.account_id , T1.account_name , T1.other_account_details from Accounts as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.customer_first_name = ""Meaghan""","Show the id, the account name, and other account details for all accounts by the customer with first name 'Meaghan'.","SELECT T1.account_id ,  T1.date_account_opened ,  T1.account_name ,  T1.other_account_details FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.customer_first_name  =  'Meaghan'",tianyi,BL1,zhengning,BL3
265,"select customer_first_name , customer_last_name , phone_number from Customers","Show the unique first names, last names, and phone numbers for all customers with any account.","SELECT DISTINCT T1.customer_first_name ,  T1.customer_last_name ,  T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id  =  T2.customer_id",tianyi,"O3, BL2, CE2",zhengning,"O3, BL1, CE2"
266,"select T2.customer_first_name , T2.customer_last_name , T2.phone_number from Accounts as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T1.customer_id = 1","What are the distinct first names, last names, and phone numbers for customers with accounts?","SELECT DISTINCT T1.customer_first_name ,  T1.customer_last_name ,  T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id  =  T2.customer_id",tianyi,"F3, A1b",zhengning,"F3, A1b"
267,"select count ( * ) , account_id from Financial_Transactions group by transaction_id",How many transaction does each account have? Show the number and account id.,"SELECT count(*) ,  account_id FROM Financial_transactions",tianyi,N3,zhengning,N3
268,"select account_id , count ( * ) from Financial_Transactions group by account_id",Count the number of financial transactions that correspond to each account id.,"SELECT count(*) ,  account_id FROM Financial_transactions",tianyi,N3,zhengning,N3
269,"select avg ( transaction_amount ) , min ( transaction_amount ) , max ( transaction_amount ) from Financial_Transactions","What is the average, minimum, maximum, and total transaction amount?","SELECT avg(transaction_amount) ,  min(transaction_amount) ,  max(transaction_amount) ,   sum(transaction_amount) FROM Financial_transactions",tianyi,BL3,zhengning,BL3
270,"select avg ( T1.transaction_amount ) , min ( T6.product_quantity ) , max ( T1.transaction_amount ) from Financial_Transactions as T1 join Accounts as T2 on T1.account_id = T2.account_id join Customers as T3 on T2.customer_id = T3.customer_id join Orders as T4 on T3.customer_id = T4.customer_id join Order_Items as T5 on T4.order_id = T5.order_id join Invoice_Line_Items as T6 on T5.order_item_id = T6.order_item_id","Return the average, minimum, maximum, and total transaction amounts.","SELECT avg(transaction_amount) ,  min(transaction_amount) ,  max(transaction_amount) ,   sum(transaction_amount) FROM Financial_transactions",tianyi,"BF4, CE2",zhengning,"BF4, CE2"
271,"select T1.account_name , T2.account_id , count ( * ) from Accounts as T1 join Financial_Transactions as T2 on T1.account_id = T2.account_id group by T1.account_name","Return the names and ids of each account, as well as the number of transactions.","SELECT T2.account_name ,  T1.account_id ,  count(*) FROM Financial_transactions AS T1 JOIN Accounts AS T2 ON T1.account_id  =  T2.account_id GROUP BY T1.account_id",tianyi,"BF4, CE2",zhengning,"CF5, CE2"
272,"select T1.order_id , T2.order_details from Invoices as T1 join Orders as T2 on T1.order_id = T2.order_id group by T1.order_id having count ( * ) >= 2",Return the order ids and details for orderes with two or more invoices.,"SELECT T2.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id GROUP BY T2.order_id HAVING count(*)  >  2",tianyi,"CE2, CL1",zhengning,"CL1, CE2"
273,"select T2.product_id , count ( T1.product_id ) from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id",Show the product ids and the number of unique orders containing each product.,"SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",tianyi,"CE2, CL1",zhengning,"CL1, CE2"
274,"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id",How many distinct order ids correspond to each product?,"SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",tianyi,"BN1, E1, A1b, CL1",zhengning,"E1, CL1"
275,"select T2.order_id , count ( * ) from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T1.product_id",Show order ids and the number of products in each order.,"SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",tianyi,"BN1, E1, CL1",zhengning,"BN1, BE5, BL1, CL1"
276,"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id",How many different products correspond to each order id?,"SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",tianyi,"BL1, CE2",zhengning,"K2, BL1, CE2"
277,"select sum ( T1.balance ) from SAVINGS as T1 join ACCOUNTS as T2 on T1.custid = T2.custid where T2.name = ""Brown""",Find the total savings balance of all accounts except the account with name ‘Brown’.,SELECT sum(T2.balance) FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T1.name != 'Brown',tianyi,F1,zhengning,A1a
278,"select count ( * ) , T1.custid from ACCOUNTS as T1 join CHECKING as T2 on T1.custid = T2.custid group by T2.custid","What are the names of customers with accounts, and how many checking accounts do each of them have?","SELECT count(*) ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",tianyi,"BN1, BL1",zhengning,"BN1, BL1"
279,"select T1.name , sum ( T2.balance ) from ACCOUNTS as T1 join SAVINGS as T2 on T1.custid = T2.custid group by T1.custid","What are the names of customers with accounts, and what are the total savings balances for each?","SELECT sum(T2.balance) ,  T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",tianyi,BN1,zhengning,BN1
280,"select sum ( T1.balance ) , T2.balance from SAVINGS as T1 join CHECKING as T2 on T1.custid = T2.custid order by T1.balance",Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.,SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,tianyi,"BK1, BL1",zhengning,"BK1, BL2, L4"
281,"select sum () , T1.balance from SAVINGS as T1 join CHECKING as T2 on T1.custid = T2.custid order by T2.balance","What is the sum of checking and savings balances for all customers, ordered by the total balance?",SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,tianyi,"BK1, BL2",zhengning,"L4, BL2, BK1"
282,"select County , count ( * ) from School group by County",Show each county along with the number of schools and total enrollment in each county.,"SELECT county ,  count(*) ,  sum(enrollment) FROM school GROUP BY county",tianyi,BL2,zhengning,BL3
283,"select count ( * ) from School as T1 join endowment as T2 on T1.School_id = T2.School_id where T1.School_name = ""Glenn""","How many donors have endowment for school named ""Glenn""?","SELECT count(DISTINCT T1.donator_name) FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  ""Glenn""",tianyi,"BL2, A1b",zhengning,"BL1, A1b"
284,select T1.School_name from School as T1 join endowment as T2 on T1.School_id = T2.School_id where T2.amount <= 10,List all the names of schools with an endowment amount smaller than or equal to 10.,SELECT T2.school_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id GROUP BY T1.school_id HAVING sum(T1.amount)  <=  10,tianyi,"F3, A1f, AN2",zhengning,"A1f, F3, AN2"
285,select count ( * ) from budget where Year >= 3000,How many budgets are above 3000 in year 2001 or before?,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,tianyi,"F3, BF4",zhengning,"F4, BF4"
286,select count ( * ) from budget where Year < 2001 or Budgeted > 3000,Count the number of budgets in year 2001 or before whose budgeted amount is greater than 3000,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,tianyi,F1,zhengning,"F1, F2"
287,"select T2.School_name , T1.Budgeted , T1.total_budget_percent_budgeted from budget as T1 join School as T2 on T1.School_id = T2.School_id where T1.Year >= 2002","Show each school name, its budgeted amount, and invested amount in year 2002 or after.","SELECT T2.school_name ,  T1.budgeted ,  T1.invested FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T1.year  >=  2002",tianyi,BL1,zhengning,BL1
288,"select sum ( T1.total_budget_percent_budgeted ) from budget as T1 join School as T2 on T1.School_id = T2.School_id where T2.School_name = ""Glenn""","What is the total budget amount for school ""Glenn"" in all years?",SELECT sum(T1.budgeted) FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  'Glenn',tianyi,BL1,zhengning,BL1
289,"select Institution , Location from Institution where Type = 1990","Show the names and locations of institutions that are founded after 1990 and have the type ""Private"".","SELECT institution ,  LOCATION FROM institution WHERE founded  >  1990 AND TYPE  =  'Private'",tianyi,"BF4, F4",zhengning,"F4, BF4"
290,"select Type , count ( Enrollment ) from Institution group by Type","Show institution types, along with the number of institutions and total enrollment for each type.","SELECT TYPE ,  count(*) ,  sum(enrollment) FROM institution GROUP BY TYPE",tianyi,BL3,zhengning,"BL1, BL3"
291,select Type from Institution where Founded > 1990 group by Institution having count ( Enrollment ) >= 1000,Show the institution type with an institution founded after 1990 and an institution with at least 1000 enrollment.,SELECT TYPE FROM institution WHERE founded  >  1990 AND enrollment  >=  1000,tianyi,"F4, N3, O2",zhengning,O2
292,select T2.coupon_id from Discount_Coupons as T1 join Customers as T2 on T1.coupon_id = T2.coupon_id where T2.good_or_bad_customer = 500 or T1.coupon_amount = 1,Are the customers holding coupons with amount 500 bad or good?,SELECT T1.good_or_bad_customer FROM customers AS T1 JOIN discount_coupons AS T2 ON T1.coupon_id  =  T2.coupon_id WHERE T2.coupon_amount  =  500,tianyi,"F3, BF4, BL1",zhengning,"BE5, BL1, F3"
293,"select first_name , last_name , gender_mf from Customers order by good_or_bad_customer","What are the first name, last name, and gender of all the good customers? Order by their last name.","SELECT first_name ,  last_name ,  gender_mf FROM customers WHERE good_or_bad_customer  =  'good' ORDER BY last_name",tianyi,"F4, BK1",zhengning,"F4, BK1"
294,"select max ( booked_count ) , min ( booked_amount ) , avg ( booked_count ) from Products_Booked","What are the maximum, minimum, and average booked count for the products booked?","SELECT max(booked_count) ,  min(booked_count) ,  avg(booked_count) FROM products_booked",tianyi,BL1,zhengning,BL1
295,select payment_date from Payments where amount_paid > 300 or payment_type_code = Check,What are the payment date of the payment with amount paid higher than 300 or with payment type is 'Check',SELECT payment_date FROM payments WHERE amount_paid  >  300 OR payment_type_code  =  'Check',tianyi,D1,zhengning,D1
296,"select product_name , product_description from Products_for_Hire where daily_hire_cost < 'Cutlery' and product_type_code = 20",What are the names and descriptions of the products that are of 'Cutlery' type and have daily hire cost lower than 20?,"SELECT product_name ,  product_description FROM products_for_hire WHERE product_type_code  =  'Cutlery' AND daily_hire_cost  <  20",tianyi,F1,zhengning,BF4
297,select Join_Year from pilot order by Rank desc limit 1,What is the joined year of the pilot of the highest rank?,SELECT Join_Year FROM pilot ORDER BY Rank ASC LIMIT 1,tianyi,K2,zhengning,K2
298,select T2.Pilot_name from pilot_record as T1 join pilot as T2 on T1.Pilot_ID = T2.Pilot_ID group by T1.Pilot_ID having count ( * ) > 1,Show names of pilots that have more than one record.,"SELECT T2.Pilot_name ,  COUNT(*) FROM pilot_record AS T1 JOIN pilot AS T2 ON T1.pilot_ID  =  T2.pilot_ID GROUP BY T2.Pilot_name HAVING COUNT(*)  >  1",tianyi,"BN1, BL2",zhengning,"L5, BL3, BN1"
299,"select role_code from Employees where employee_name = ""Koby""",What is the role of the employee named Koby?,"SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = ""Koby"";",tianyi,"CE2, CL1",zhengning,"CE2, CL1"
300,"select T1.role_description , count () , T2.role_code from Roles as T1 join Employees as T2 on T1.role_code = T2.role_code group by T2.employee_id","How many employees does each role have? List role description, id and number of employees.","SELECT T1.role_description ,  T2.role_code ,  count(*) FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code GROUP BY T2.role_code;",tianyi,BN1,zhengning,"BN1, BL1"
301,"select role_description , count ( * ) from Roles group by role_description having count ( * ) > 1",List roles that have more than one employee. List the role description and number of employees.,"SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",tianyi,"O3, BL2, CE2",zhengning,"O3, BL1, CE2"
302,select document_status_description from Ref_Document_Status where document_status_code = 1,What is the document status description of the document with id 1?,SELECT Ref_Document_Status.document_status_description FROM Ref_Document_Status JOIN Documents ON Documents.document_status_code = Ref_Document_Status.document_status_code WHERE Documents.document_id = 1;,tianyi,"L4, CL1",zhengning,CL1
303,"select document_id , document_status_code from Documents where document_type_code = ""paper""",List the document ids for any documents with the status code done and the type code paper.,"SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",tianyi,"F4, D1a, BL2",zhengning,"F4, BL2"
304,select shipping_agent_name from Ref_Shipping_Agents where shipping_agent_code = 2,What is the name of the shipping agent of the document with id 2?,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Documents.document_id = 2;,tianyi,"L4, AN2, CL1",zhengning,"AN2, CL1"
305,"select count ( * ) from Documents where shipping_agent_code = ""USPS""",How many documents were shipped by USPS?,"SELECT count(*) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = ""USPS"";",tianyi,"BL3, CE2",zhengning,"BL3, CE2"
306,select mailed_to_address_id from Documents_Mailed where document_id = 4,What address was the document with id 4 mailed to?,SELECT Addresses.address_details FROM Addresses JOIN Documents_Mailed ON Documents_Mailed.mailed_to_address_id = Addresses.address_id WHERE document_id = 4;,tianyi,"BF4, BL1, CE2",zhengning,"CF5, BL1, CE2"
307,"select count ( * ) , T2.employee_id from Employees as T1 join Circulation_History as T2 on T1.employee_id = T2.employee_id group by T2.employee_id , count () >= 1","For each document, list the number of employees who have showed up in the circulation history of that document. List the document ids and number of employees.","SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;",tianyi,"E1, CL1",zhengning,"BN1, CL1, CE2"
308,"select T3.Event_ID , T1.Participant_Details from Participants as T1 join Participants_in_Events as T2 on T1.Participant_ID = T2.Participant_ID join Events as T3 on T2.Event_ID = T3.Event_ID group by T2.Participant_ID having count ( * ) > 1",What are the ids and details of events that have more than one participants?,"SELECT T1.event_id ,  T1.event_details FROM EVENTS AS T1 JOIN Participants_in_Events AS T2 ON T1.Event_ID  =  T2.Event_ID GROUP BY T1.Event_ID HAVING count(*)  >  1",tianyi,"E1, CL1",zhengning,"BN1, CL1, CE2"
309,"select T1.Participant_ID , T1.Participant_Type_Code , count () from Participants as T1 join Participants_in_Events as T2 on T1.Participant_ID = T2.Participant_ID group by T2.Participant_ID","How many events have each participants attended? List the participant id, type and the number.","SELECT T1.Participant_ID ,  T1.Participant_Type_Code ,  count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID GROUP BY T1.Participant_ID",tianyi,BL3,zhengning,BL1
310,"select Name from people except select Investor from entrepreneur where Investor > ""Rachel Elnaugh""",Return the names of entrepreneurs do no not have the investor Rachel Elnaugh.,"SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor != ""Rachel Elnaugh""",tianyi,"BN1, E1, CE2",zhengning,CE2
