,Unnamed: 0,sql_id,nl_query,sql,GT_sql,tianyi_code,zhengn_code
182,182,700,List the names and the locations that the enzymes can make an effect.,"SELECT enzyme.name, enzyme.Location FROM enzyme JOIN medicine_enzyme_interaction ON enzyme.id = medicine_enzyme_interaction.enzyme_id","SELECT name ,  LOCATION FROM enzyme","CE2, F1","E1, F1"
183,183,681,"Count the number of customers that have an email containing ""gmail.com"".","SELECT COUNT(*) FROM Customer WHERE Customer.Email LIKE ""% gmail.com %""","SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""","D1c, CE2","D1, E1"
184,184,1371,Find the number of dorms and total capacity for each gender.,"SELECT COUNT(*), Dorm.gender FROM Dorm GROUP BY Dorm.gender","SELECT count(*) ,  sum(student_capacity) ,  gender FROM dorm GROUP BY gender","D1c, BL3","L5, D1"
185,185,795,Show the account id and name with at least 4 transactions.,"SELECT Financial_Transactions.account_id, COUNT(*) FROM Financial_Transactions GROUP BY Financial_Transactions.account_id HAVING COUNT(*) >= 4","SELECT T1.account_id ,  T2.account_name FROM Financial_transactions AS T1 JOIN Accounts AS T2 ON T1.account_id  =  T2.account_id GROUP BY T1.account_id HAVING count(*)  >=  4","BL1, CE2, BL3","L5, BL1, L4, CE2"
186,186,938,"Which county do the delegates on ""Appropriations"" committee belong to? Give me the county names.","SELECT county.County_name FROM election JOIN county ON election.Delegate = county.County_Id WHERE election.Committee = ""Appropriations""","SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T2.Committee  =  ""Appropriations""","BL1, BE5, CE2","BL1, L4, BE5, CE2"
187,187,1289,What are the names of all students who successfully tried out for the position of striker?,"SELECT Tryout.cName FROM Tryout WHERE Tryout.pPos = ""striker""",SELECT T1.pName FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'yes' AND T2.pPos  =  'striker',"BL1, BE5, F4, CE2","BL1, CE2, F4"
188,188,830,"How many donors have endowment for school named ""Glenn""?","SELECT COUNT(*) FROM endowment JOIN School ON endowment.School_id = School.School_id WHERE School.School_name = ""Glenn""","SELECT count(DISTINCT T1.donator_name) FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  ""Glenn""","BL1, F4, CE2, A1b","A1b, F4"
189,189,905,"Please list support, consider, and oppose rates for each candidate in ascending order by unsure rate.","SELECT candidate.Support_rate, candidate.Oppose_rate FROM candidate ORDER BY candidate.Unsure_rate ASC","SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate","A1b, BL3","A1b, BL1, K2, BL3"
190,190,1384,"What are all the different product names, and how many complains has each received?","SELECT Products.product_name, COUNT(*) FROM Complaints JOIN Products ON Complaints.product_id = Products.product_id GROUP BY Complaints.product_id","SELECT t1.product_name ,  count(*) FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id GROUP BY t1.product_name","BN1, BL3","CL1, BN1, K2, BL3"
191,191,1248,What are the maximum and minimum number of transit passengers of all aiports.,"SELECT MAX(airport.Transit_Passengers), MIN(airport.Transit_Passengers) FROM airport WHERE airport.Airport_ID = ""VALUE""","SELECT max(Transit_Passengers) ,  min(Transit_Passengers) FROM airport","BN1, F4","CL1, F3, BN1"
192,192,250,How many companies are headquartered in the US?,"SELECT COUNT(*) FROM company WHERE company.Headquarters = ""VALUE""",SELECT count(*) FROM company WHERE Headquarters  =  'USA',"D1, F4","D1, F3"
193,193,242,How many Bangladeshi artists are listed?,"SELECT COUNT(*) FROM artist WHERE artist.country = ""Bangladeshi""","SELECT count(*) FROM artist WHERE country  =  ""Bangladesh""","D1c, D1",
194,194,519,How many budget types do we have?,SELECT COUNT(DISTINCT Ref_Budget_Codes.Budget_Type_Code) FROM Ref_Budget_Codes,SELECT count(*) FROM Ref_budget_codes,"D1c, A2a","BL1, D1, A2a"
195,195,1401,Show last names for all student who are on scholarship.,SELECT Student.LName FROM Student,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',"F4, CE2, BL1, A2a","BL1, CE2, A2a, F4"
196,196,705,What are the names and trade names of the medcines that are FDA approved?,"SELECT medicine.name, medicine.Trade_Name FROM medicine WHERE medicine.FDA_approved = ""VALUE""","SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'","F4, D1, CE2","D1, F4, CE2"
197,197,476,How many games are played for all students?,SELECT COUNT(*) FROM Plays_Games,SELECT sum(gamesplayed) FROM Sportsinfo,"cL1, D1, L4","CL1, D1, L4"
198,198,487,List all the types of forms.,SELECT Forms.form_type_code FROM Forms,SELECT DISTINCT form_type_code FROM forms,"A1b, CL1, L4","A1b, CL1, L4"
199,199,833,How many budgets are above 3000 in year 2001 or before?,SELECT SUM(budget.Budgeted) FROM budget WHERE budget.Year > 3000 OR budget.Year < 2001,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,"F1, L4, BF4, A1b","A1b, F1, L4, F2"
200,200,88,Show all product sizes.,SELECT Products.product_size FROM Products,SELECT DISTINCT product_size FROM Products,"F1, L4, BF4, A1b","A1b, L4, F1, F2"
201,201,763,"Find the names of customers whose name contains ""Diana"".","SELECT Customers.Customer_ID FROM Customers WHERE Customers.Customer_Details LIKE ""% Diana %""","SELECT customer_details FROM customers WHERE customer_details LIKE ""%Diana%""","D1c, BL1, A1b","A1b, BL1"
202,202,1364,What is the student capacity and type of gender for the dorm whose name as the phrase Donor in it?,"SELECT Dorm.student_capacity, Dorm.gender FROM Dorm JOIN Student ON Student.StuID = Dorm.dormid WHERE Dorm.dorm_name LIKE ""% Donor %""","SELECT student_capacity ,  gender FROM dorm WHERE dorm_name LIKE '%Donor%'","BL1, CE2","BL1, E1"
203,203,736,Find the number of universities that have over a 20000 enrollment size for each affiliation type.,"SELECT COUNT(*), university.Affiliation FROM university GROUP BY university.Affiliation HAVING SUM(university.Enrollment) > 20000","SELECT count(*) ,  affiliation FROM university WHERE enrollment  >  20000 GROUP BY affiliation","F4, O2, D1c, CE2","E1, O2"
204,204,799,Show invoice dates and order id and details for all invoices.,"SELECT Invoices.invoice_date, Invoices.order_id FROM Invoices","SELECT T1.invoice_date ,  T1.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id","F4, BL3, O2, CE2","CE2, BL3"
205,205,1131,What are the low and high estimates of film markets?,"SELECT MIN(film_market_estimation.Low_Estimate), MIN(film_market_estimation.High_Estimate) FROM film_market_estimation","SELECT Low_Estimate ,  High_Estimate FROM film_market_estimation","CE2, L4, BL3","CE2, L4, BL3"
206,206,1347,What are the total purchases for members rated at level 6?,SELECT SUM(purchase.Total_pounds) FROM purchase JOIN member ON purchase.Member_ID = member.Member_ID WHERE member.Level = 6,SELECT count(*) FROM purchase AS T1 JOIN member AS T2 ON T1.member_id  =  T2.member_id WHERE T2.level  =  6,,
207,207,459,What type of game is Call of Destiny?,"SELECT Video_Games.GType FROM Video_Games WHERE Video_Games.GName = ""Call Destiny""","SELECT gtype FROM Video_games WHERE gname  =  ""Call of Destiny""","D1c, L4","D1c, L4"
208,208,633,Which head's name has the substring 'Ha'? List the id and name.,"SELECT head.head_ID, head.name FROM head WHERE head.name LIKE ""% Ha %""","SELECT head_id ,  name FROM head WHERE name LIKE '%Ha%'",,"D1c, D1"
209,209,902,Return the top 3 greatest support rates.,"SELECT ""candidate"" FROM candidate ORDER BY candidate.Support_rate DESC LIMIT 3",SELECT support_rate FROM candidate ORDER BY support_rate DESC LIMIT 3,"D1c, BL1","BL1, D1"
210,210,621,"What is the air date of TV series with Episode ""A Love of a Lifetime""?","SELECT TV_series.Air_Date FROM TV_series WHERE TV_series.Episode = ""A Love of A Lifetime""","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","BL1, D1a","BL1, D1a"
211,211,696,Please show the employee last names that serves no more than 20 customers.,SELECT Employee.LastName FROM Employee GROUP BY Employee.LastName HAVING COUNT(*) > 20,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,"CE2, F1, D1a, BN1, CL1","CE2, F1, D1a"
212,212,191,What is the total number of customers across banks?,SELECT COUNT(*) FROM bank,SELECT sum(no_of_customers) FROM bank,"F1, BN1, L4, CL1, CE2","CE2, L4, F1"
213,213,4,How many acting statuses are there?,SELECT COUNT(*) FROM management,SELECT count(DISTINCT temporary_acting) FROM management,"A1b, L4","A1b, L4"
214,214,37,How many kinds of enzymes are there?,SELECT COUNT(DISTINCT medicine_enzyme_interaction.interaction_type) FROM medicine_enzyme_interaction,SELECT count(*) FROM enzyme,"CL1, A1b","CL1, K2, A2a"
215,215,41,What is the maximum Online Mendelian Inheritance in Man (OMIM) value of the enzymes?,SELECT MAX(enzyme.OMIM) FROM enzyme WHERE enzyme.Chromosome = OMIM,SELECT max(OMIM) FROM enzyme,F3,"F3, CL1"
216,216,123,What are all role codes?,SELECT Employees.role_code FROM Employees,SELECT role_code FROM ROLES;,CL1,"CL1, BL1"
217,217,190,How many customers are there?,SELECT COUNT(*) FROM customer,SELECT sum(no_of_customers) FROM bank,"L4, CL1","CL1, L4, L5"
218,218,209,What are the names of the different banks that have provided loans?,SELECT DISTINCT customer.cust_name FROM bank JOIN loan ON bank.branch_ID = loan.cust_ID JOIN customer ON bank.branch_ID = customer.branch_ID,SELECT DISTINCT T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id,"BL1, E1, BE5","CL1, BL1, E1, BE5"
219,219,230,What are the positions of players whose average number of points scored by that position is larger than 20?,SELECT player.Position FROM player GROUP BY player.Position HAVING AVG(player.Points) > 20,SELECT POSITION FROM player GROUP BY name HAVING avg(Points)  >=  20,"F1, BN1","CF5, F1"
220,220,232,What are the types of competition that have most 5 competitions for that type?,SELECT competition.Competition_type FROM competition GROUP BY competition.Competition_type HAVING COUNT(*) > 5 ORDER BY COUNT(*) DESC LIMIT 5,SELECT Competition_type FROM competition GROUP BY Competition_type HAVING COUNT(*)  <=  5,O3,BL1
221,221,237,Find the names of all English songs.,"SELECT song.song_name FROM song WHERE song.languages = ""English""","SELECT song_name FROM song WHERE languages  =  ""english""",D1a,D1a
222,222,277,What are the first names of all the students?,SELECT Student.Fname FROM Student,SELECT DISTINCT fname FROM student,A1b,"F3, A2a"
223,223,295,What is the complete description of the researcher role.,"SELECT SUM(Staff_Roles.role_description) FROM Staff_Roles WHERE Staff_Roles.role_code = ""researcher""",SELECT role_description FROM Staff_Roles WHERE role_code  =  'researcher',L4,"L5, D1"
224,224,303,What are the descriptions of all the project outcomes?,SELECT Research_Outcomes.outcome_description FROM Research_Outcomes,SELECT T1.outcome_description FROM Research_outcomes AS T1 JOIN Project_outcomes AS T2 ON T1.outcome_code  =  T2.outcome_code,CE2,"D1c, CE2"
225,225,306,How many females are in the network?,"SELECT COUNT(*) FROM Person WHERE Person.gender = ""VALUE""",SELECT count(*) FROM Person WHERE gender  =  'female',D1,"D1, BL3"
226,226,330,What are the names of courses with 1 credit?,SELECT Course.CName FROM Course WHERE Course.CID = 1,SELECT CName FROM COURSE WHERE Credits  =  1,BF4,"F4, BF4"
227,227,334,How many departments are in the division AS?,SELECT COUNT(DISTINCT Department.DName) FROM Department WHERE Department.Division = as,"SELECT count(*) FROM DEPARTMENT WHERE Division  =  ""AS""","D1c, A2a","L5, BL1, BN1, D1a"
228,228,346,"What are the first names of students, ordered by age from greatest to least?",SELECT Student.Fname FROM Student ORDER BY Student.Age,SELECT Fname FROM STUDENT ORDER BY Age DESC,K2,K2
229,229,362,"How many students, on average, does each college have enrolled?","SELECT AVG(College.enr), College.cName FROM College GROUP BY College.cName",SELECT avg(enr) FROM College,"N3, BL2","BE5, BL2"
230,230,364,How many different colleges are there?,SELECT COUNT(DISTINCT College.cName) FROM College,SELECT count(*) FROM College,A2a,"A1b, CE2"
231,231,373,What are the unique types of player positions in the tryout?,SELECT DISTINCT Tryout.pPos FROM Tryout,SELECT count(DISTINCT pPos) FROM tryout,L5,"L5, A2a, D1a"
232,232,430,Find the number of distinct amenities.,SELECT COUNT(DISTINCT Dorm_amenity.amenity_name) FROM Dorm_amenity,SELECT count(*) FROM dorm_amenity,A2a,"BL1, F3, KA1b, A2a"
233,233,431,How many diffrent dorm amenities are there?,SELECT COUNT(*) FROM Dorm,SELECT count(*) FROM dorm_amenity,CL1,CL1
234,234,437,How many dorms have amenities?,SELECT COUNT(*) FROM Dorm,SELECT count(DISTINCT dormid) FROM has_amenity,"CL1, A1b","CL1, BL1, F3"
235,235,470,How many sports do we have?,SELECT COUNT(*) FROM SportsInfo,SELECT count(DISTINCT sportname) FROM Sportsinfo,A1b,A1b
236,236,541,How many staff live in state Georgia?,"SELECT COUNT(*) FROM Staff JOIN Addresses ON Staff.staff_address_id = Addresses.address_id WHERE Addresses.state_province_county = ""Georgia""","SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";","BL3, BL1","BL3, BL1"
237,237,544,What is the date of birth of every customer whose status code is 'Good Customer'?,"SELECT Customers.date_of_birth FROM Customers WHERE Customers.customer_status_code = ""Good customer""",SELECT date_of_birth FROM Customers WHERE customer_status_code  =  'Good Customer',D1a,"BL1, L4, F4, D1a"
238,238,626,What are the ids of all tv channels that have more than 2 TV channels?,SELECT TV_series.Channel FROM TV_series GROUP BY TV_series.Channel HAVING COUNT(*) > 2,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,"BL1, BN1, CL1","A1b, BN1, CL1"
239,239,632,"Which department has more than 1 head at a time? List the id, name and the number of heads.","SELECT department.Department_ID, department.Name, COUNT(*) FROM department JOIN management ON department.Department_ID = management.head_ID GROUP BY management.department_ID HAVING COUNT(*) > 1","SELECT T1.department_id ,  T1.name ,  count(*) FROM management AS T2 JOIN department AS T1 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id HAVING count(*)  >  1",BE5,"L4, CL1, BE5"
240,240,637,"Which catalog publishers have substring ""Murray"" in their names?","SELECT Catalogs.catalog_publisher FROM Catalogs WHERE Catalogs.catalog_name LIKE ""% Murray %""","SELECT distinct(catalog_publisher) FROM catalogs WHERE catalog_publisher LIKE ""%Murray%""","A1b, BF4, D1c","A1b, BL1"
241,241,650,Find the names of catalog entries with level number 8.,SELECT Catalogs.catalog_name FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.catalog_level_number = 8,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""","BE5, CE3",E1
242,242,655,Which attribute definitions have attribute value 0? Give me the attribute name and attribute ID.,"SELECT Attribute_Definitions.attribute_name, Catalog_Contents_Additional_Attributes.attribute_id FROM Attribute_Definitions JOIN Catalog_Contents_Additional_Attributes ON Attribute_Definitions.attribute_id = Catalog_Contents_Additional_Attributes.attribute_id WHERE Catalog_Contents_Additional_Attributes.attribute_value = 0","SELECT t1.attribute_name ,  t1.attribute_id FROM Attribute_Definitions AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.attribute_id  =  t2.attribute_id WHERE t2.attribute_value  =  0",CL1,"CL1, BL3"
243,243,657,Which catalog contents has price above 700 dollars? Show their catalog entry names and capacities.,"SELECT Catalogs.catalog_name, Catalog_Contents.capacity FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.price_in_dollars > 700","SELECT catalog_entry_name ,  capacity FROM Catalog_Contents WHERE price_in_dollars  >  700",BL1,"BL1, E1, D1a"
244,244,661,What are the names of artist who have the letter 'a' in their names?,"SELECT Artist.Name FROM Artist WHERE Artist.Name LIKE ""% a %""","SELECT Name FROM ARTIST WHERE Name LIKE ""%a%""",D1c,"D1, A1f, AN2"
245,245,670,What are the durations of the longest and the shortest tracks in milliseconds?,"SELECT Track.Milliseconds, (Track.Milliseconds - Track.Milliseconds) FROM Track ORDER BY (Track.Milliseconds - Track.Milliseconds) LIMIT 1","SELECT max(Milliseconds) ,  min(Milliseconds) FROM TRACK",L4,"L5, CL1, BN1"
246,246,677,Find the average unit price of jazz tracks.,"SELECT AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""jazz""","SELECT AVG(UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Jazz""",D1a,"L5, A2a, D1a"
247,247,678,"What is the first name and last name of the customer that has email ""luisg@embraer.com.br""?","SELECT Customer.FirstName, Customer.LastName FROM Customer WHERE Customer.Email = ""luisg @ embraer.com.br""","SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",D1c,"D1, BE5"
248,248,690,Find the address of all customers that live in Germany and have invoice.,"SELECT DISTINCT Customer.Address FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Invoice.BillingCountry = ""Germany""","SELECT DISTINCT T1.Address FROM CUSTOMER AS T1 JOIN INVOICE AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T1.country  =  ""Germany""",BF4,"CL1, CF5"
249,249,695,What are the first names and support rep ids for employees serving 10 or more customers?,"SELECT Employee.FirstName, Customer.SupportRepId FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Employee.EmployeeId HAVING COUNT(*) >= 10","SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10","BN1, CL1","CL1, L4"
250,250,732,Find the schools that were either founded after 1850 or public.,"SELECT university.School FROM university WHERE university.Founded > 1850 OR university.Founded = ""public""",SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',"D1a, BF4","D1, D1a"
251,251,744,List the names of all left-footed players who have overall rating between 85 and 90.,"SELECT Player.player_name FROM Player JOIN Player_Attributes ON Player.id = Player_Attributes.player_api_id WHERE Player_Attributes.overall_rating BETWEEN 85 AND 90 AND Player_Attributes.preferred_foot = ""VALUE VALUE VALUE VALUE VALUE0""","SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.preferred_foot  =  ""left"" AND T2.overall_rating  >=  85 AND T2.overall_rating  <=  90","BE5, D1, A1b","A1b, D1, CL1"
252,252,756,"Show the names of people, and dates and venues of debates they are on the affirmative side.",SELECT * FROM people,"SELECT T3.Name ,  T2.Date ,  T2.Venue FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID  =  T2.Debate_ID JOIN people AS T3 ON T1.Affirmative  =  T3.People_ID","A1b, BL1, CE2","A1b, BL1, CE2"
253,253,779,"Show id, first name and last name for all customers and the number of accounts.","SELECT Customers.customer_id, Customers.customer_first_name, COUNT(*) FROM Customers JOIN Accounts ON Customers.customer_id = Accounts.customer_id GROUP BY Customers.customer_id","SELECT T1.customer_id ,  T2.customer_first_name ,  T2.customer_last_name ,  count(*) FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.customer_id","BL3, CE3","D1, BL3"
254,254,785,How many transaction does each account have? Show the number and account id.,"SELECT Financial_Transactions.account_id, COUNT(*) FROM Financial_Transactions GROUP BY Financial_Transactions.account_id","SELECT count(*) ,  account_id FROM Financial_transactions",N3,"BL1, CE2"
