SQL,hyp_correct,NL_query,index,GT,DB,tables
"select T1.product_name , count ( * ) from Product as T1 join Problems as T2 on T1.product_id = T2.product_id group by T2.product_id",False,"For each product which has problems, what are the number of problems and the product id?",1328,"SELECT count(*) ,  T2.product_id FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id GROUP BY T2.product_id",tracking_software_problems,"['product', 'problems']"
select Name from branch group by Name order by count ( * ) desc limit 3,False,What are names for top three branches with most number of membership?,1334,SELECT name FROM branch ORDER BY membership_amount DESC LIMIT 3,shop_membership,['branch']
select City from branch where Open_year = 2001 intersect select T1.Hometown from member as T1 join purchase as T2 on T1.Member_ID = T2.Member_ID join branch as T3 on T2.Branch_ID = T3.Branch_ID where T3.membership_amount > 100,False,Show all city with a branch opened in 2001 and a branch with more than 100 membership.,1342,SELECT city FROM branch WHERE open_year  =  2001 AND membership_amount  >  100,shop_membership,"['member', 'branch', 'purchase']"
select sum ( T1.Total_pounds ) from purchase as T1 join branch as T2 on T1.Branch_ID = T2.Branch_ID where T2.City = 'London',False,What is the sum of total pounds of purchase in year 2018 for all branches in London?,1344,SELECT sum(total_pounds) FROM purchase AS T1 JOIN branch AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.city  =  'London' AND T1.year  =  2018,shop_membership,"['branch', 'purchase']"
select sum ( T1.Total_pounds ) from purchase as T1 join branch as T2 on T1.Branch_ID = T2.Branch_ID where T2.City = 'London',False,How many total pounds were purchased in the year 2018 at all London branches?,1345,SELECT sum(total_pounds) FROM purchase AS T1 JOIN branch AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.city  =  'London' AND T1.year  =  2018,shop_membership,"['branch', 'purchase']"
select sum () from member as T1 join purchase as T2 on T1.Member_ID = T2.Member_ID where T1.Level = 6,False,What is the total number of purchases for members with level 6?,1346,SELECT count(*) FROM purchase AS T1 JOIN member AS T2 ON T1.member_id  =  T2.member_id WHERE T2.level  =  6,shop_membership,"['member', 'purchase']"
select sum ( T2.Total_pounds ) from member as T1 join purchase as T2 on T1.Member_ID = T2.Member_ID where T1.Level = 6,False,What are the total purchases for members rated at level 6?,1347,SELECT count(*) FROM purchase AS T1 JOIN member AS T2 ON T1.member_id  =  T2.member_id WHERE T2.level  =  6,shop_membership,"['member', 'purchase']"
"select Card_Number from member where Hometown like ""% Kentucky %""",False,"list the card number of all members whose hometown address includes word ""Kentucky"".",1348,"SELECT card_number FROM member WHERE Hometown LIKE ""%Kentucky%""",shop_membership,['member']
"select Card_Number from member where Hometown = ""Kentucky""",False,What are the card numbers of members from Kentucky?,1349,"SELECT card_number FROM member WHERE Hometown LIKE ""%Kentucky%""",shop_membership,['member']
"select T1.product_name , sum ( T2.order_quantity ) from Products as T1 join Order_Items as T2 on T1.product_id = T2.product_id group by T1.product_name",False,Show the product name and total order quantity for each product.,1352,"SELECT T1.product_name ,  sum(T2.order_quantity) FROM products AS T1 JOIN order_items AS T2 ON T1.product_id  =  T2.product_id GROUP BY T1.product_id",customers_and_products_contacts,"['products', 'order_items']"
"select T3.customer_name , T2.city , T1.date_from , T3.customer_address from Customer_Address_History as T1 join Addresses as T2 on T1.address_id = T2.address_id join Customers as T3 on T1.customer_id = T3.customer_id",False,"Show the customer name, customer address city, date from, and date to for each customer address history.",1354,"SELECT T2.customer_name ,  T3.city ,  T1.date_from ,  T1.date_to FROM customer_address_history AS T1 JOIN customers AS T2 ON T1.customer_id  =  T2.customer_id JOIN addresses AS T3 ON T1.address_id  =  T3.address_id",customers_and_products_contacts,"['customers', 'addresses', 'customer_address_history']"
"select count ( * ) from Student where Sex = 25 and Age < ""f""",False,How many female students (sex is F) whose age is below 25?,1355,SELECT count(*) FROM student WHERE sex  =  'F' AND age  <  25,dorm_1,['student']
select count ( * ) from Student where Age < 25 and Sex = 'f',False,How many girl students who are younger than 25?,1356,SELECT count(*) FROM student WHERE sex  =  'F' AND age  <  25,dorm_1,['student']
"select Fname from Student where city_code = 20 and Age between ""PHL""",False,Find the first name of students living in city PHL whose age is between 20 and 25.,1357,SELECT fname FROM student WHERE city_code  =  'PHL' AND age BETWEEN 20 AND 25,dorm_1,['student']
"select Fname from Student where Age = 20 and city_code = ""PHL""",False,What is the first name of the students who are in age 20 to 25 and living in PHL city?,1358,SELECT fname FROM student WHERE city_code  =  'PHL' AND age BETWEEN 20 AND 25,dorm_1,['student']
"select avg ( Age ) , avg ( Age ) from Student",False,What is the average age for each city and what are those cities?,1360,"SELECT avg(age) ,  city_code FROM student GROUP BY city_code",dorm_1,['student']
"select avg ( student_capacity ) , sum ( student_capacity ) from Dorm where gender = ""m""",False,What is the average and total capacity for all dorms who are of gender X?,1362,"SELECT avg(student_capacity) ,  sum(student_capacity) FROM dorm WHERE gender  =  'X'",dorm_1,['dorm']
"select student_capacity , gender from Dorm where dorm_name = ""% Donor %""",False,What is the student capacity and type of gender for the dorm whose name as the phrase Donor in it?,1364,"SELECT student_capacity ,  gender FROM dorm WHERE dorm_name LIKE '%Donor%'",dorm_1,['dorm']
"select count ( Major ) , city_code from Student group by Major",False,Find the numbers of different majors and cities.,1365,"SELECT count(DISTINCT major) ,  count(DISTINCT city_code) FROM student",dorm_1,['student']
"select Major , count ( city_code ) from Student group by city_code",False,How many different majors are there and how many different city codes are there for each student?,1366,"SELECT count(DISTINCT major) ,  count(DISTINCT city_code) FROM student",dorm_1,['student']
"select Fname , LName from Student where city_code = ""HKG"" order by Age",False,"List the first and last name of students who are not living in the city with code HKG, and sorted the results by their ages.",1369,"SELECT fname ,  lname FROM student WHERE city_code != 'HKG' ORDER BY age",dorm_1,['student']
"select Fname , LName from Student where city_code = ""HKG"" order by Age",False,What are the first and last names of all students who are not living in the city HKG and order the results by age?,1370,"SELECT fname ,  lname FROM student WHERE city_code != 'HKG' ORDER BY age",dorm_1,['student']
"select count ( * ) , gender from Dorm group by gender",False,Find the number of dorms and total capacity for each gender.,1371,"SELECT count(*) ,  sum(student_capacity) ,  gender FROM dorm GROUP BY gender",dorm_1,['dorm']
"select sum ( * ) , gender from Dorm group by gender",False,How many dorms are there and what is the total capacity for each gender?,1372,"SELECT count(*) ,  sum(student_capacity) ,  gender FROM dorm GROUP BY gender",dorm_1,['dorm']
"select city_code , avg ( Age ) from Student group by city_code",False,Find the number and average age of students living in each city.,1377,"SELECT count(*) ,  avg(age) ,  city_code FROM student GROUP BY city_code",dorm_1,['student']
"select city_code , avg ( Age ) from Student group by city_code",False,How many students live in each city and what are their average ages?,1378,"SELECT count(*) ,  avg(age) ,  city_code FROM student GROUP BY city_code",dorm_1,['student']
select count ( * ) from Student where city_code > 1 group by city_code,False,Find the number of students for the cities where have more than one student.,1379,"SELECT count(*) ,  city_code FROM student GROUP BY city_code HAVING count(*)  >  1",dorm_1,['student']
"select T1.product_name , count ( * ) from Products as T1 join Complaints as T2 on T1.product_id = T2.product_id group by T2.product_id",False,List the name of all products along with the number of complaints that they have received.,1383,"SELECT t1.product_name ,  count(*) FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id GROUP BY t1.product_name",customer_complaints,"['products', 'complaints']"
"select T1.product_name , count ( * ) from Products as T1 join Complaints as T2 on T1.product_id = T2.product_id group by T2.product_id",False,"What are all the different product names, and how many complains has each received?",1384,"SELECT t1.product_name ,  count(*) FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id GROUP BY t1.product_name",customer_complaints,"['products', 'complaints']"
"select last_name from Staff where email_address like ""% wrau %""",False,"What are the last names of staff with email addressed containing the substring ""wrau""?",1390,"SELECT last_name FROM staff WHERE email_address LIKE ""%wrau%""",customer_complaints,['staff']
"select address_line_1 , address_line_2 from Customers where email_address = ""vbogisich @ example . org""",False,"Find the address line 1 and 2 of the customer with email ""vbogisich@example.org"".",1391,"SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""",customer_complaints,['customers']
"select address_line_1 , address_line_2 from Customers where email_address = ""vbogisich @ example . org""",False,"What are lines 1 and 2 of the addressed of the customer with the email ""vbogisich@example.org""?",1392,"SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""",customer_complaints,['customers']
"select complaint_status_code , count ( * ) from Complaints group by complaint_type_code",False,Find the number of complaints with Product Failure type for each complaint status.,1393,"SELECT complaint_status_code ,  count(*) FROM complaints WHERE complaint_type_code  =  ""Product Failure"" GROUP BY complaint_status_code",customer_complaints,['complaints']
"select Major , avg ( Age ) , min ( Age ) from Student group by Major",False,"Show the average, minimum, and maximum age for different majors.",1399,"SELECT major ,  avg(age) ,  min(age) ,  max(age) FROM Student GROUP BY major",game_1,['student']
"select Major , avg ( Age ) , min ( Age ) from Student group by Major",False,"What are the average, minimum, and max ages for each of the different majors?",1400,"SELECT major ,  avg(age) ,  min(age) ,  max(age) FROM Student GROUP BY major",game_1,['student']
select LName from Student,False,Show last names for all student who are on scholarship.,1401,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',game_1,"['student', 'sportsinfo']"
select LName from Student,False,What are the last names for all scholarship students?,1402,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',game_1,"['student', 'sportsinfo']"
"select count ( * ) from SportsInfo as T1 join Student as T2 on T1.StuID = T2.StuID join Plays_Games as T3 on T2.StuID = T3.StuID where T1.OnScholarship = ""football""",False,How many games are played for all football games by students on scholarship?,1403,"SELECT sum(gamesplayed) FROM Sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'",game_1,"['student', 'sportsinfo', 'plays_games']"
select count ( GamesPlayed ) from SportsInfo where OnScholarship = 1,False,What is the total number of all football games played by scholarship students?,1404,"SELECT sum(gamesplayed) FROM Sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'",game_1,['sportsinfo']
"select StuID , count ( * ) from SportsInfo group by StuID",False,Show all student IDs with the number of sports and total number of games played,1407,"SELECT StuID ,  count(*) ,  sum(gamesplayed) FROM Sportsinfo GROUP BY StuID",game_1,['sportsinfo']
"select T1.StuID , count ( * ) from SportsInfo as T1 join Student as T2 on T1.StuID = T2.StuID join Plays_Games as T3 on T2.StuID = T3.StuID group by T3.StuID",False,What are the ids of all students along with how many sports and games did they play?,1408,"SELECT StuID ,  count(*) ,  sum(gamesplayed) FROM Sportsinfo GROUP BY StuID",game_1,"['student', 'sportsinfo', 'plays_games']"
"select T3.GameID , T3.Hours_Played from SportsInfo as T1 join Student as T2 on T1.StuID = T2.StuID join Plays_Games as T3 on T2.StuID = T3.StuID group by T1.HoursPerWeek",False,Show all game ids and the number of hours played.,1409,"SELECT gameid ,  sum(hours_played) FROM Plays_games GROUP BY gameid",game_1,"['student', 'sportsinfo', 'plays_games']"
"select T3.StuID , T1.HoursPerWeek from SportsInfo as T1 join Student as T2 on T1.StuID = T2.StuID join Plays_Games as T3 on T2.StuID = T3.StuID group by T3.Hours_Played",False,Show all student ids and the number of hours played.,1411,"SELECT Stuid ,  sum(hours_played) FROM Plays_games GROUP BY Stuid",game_1,"['student', 'sportsinfo', 'plays_games']"
"select T3.StuID , T1.HoursPerWeek from SportsInfo as T1 join Student as T2 on T1.StuID = T2.StuID join Plays_Games as T3 on T2.StuID = T3.StuID",False,What are the ids of all students and number of hours played?,1412,"SELECT Stuid ,  sum(hours_played) FROM Plays_games GROUP BY Stuid",game_1,"['student', 'sportsinfo', 'plays_games']"
select Speed from roller_coaster order by Length desc,False,What are the speeds of the longest roller coaster?,1417,SELECT Speed FROM roller_coaster ORDER BY LENGTH DESC LIMIT 1,roller_coaster,['roller_coaster']
"select payment_method_code , party_phone from Parties where party_email = ""enrico09 . @ example com""",False,"Find the payment method and phone of the party with email ""enrico09@example.com"".",1425,"SELECT payment_method_code ,  party_phone FROM parties WHERE party_email  =  ""enrico09@example.com""",e_government,['parties']
"select payment_method_code , party_phone from Parties where party_email = ""enrico09 . @ example com""",False,What is the payment method code and party phone of the party with the email 'enrico09@example.com'?,1426,"SELECT payment_method_code ,  party_phone FROM parties WHERE party_email  =  ""enrico09@example.com""",e_government,['parties']
select organization_name from Organizations order by date_formed limit 1,False,Find the name of the youngest organization.,1427,SELECT organization_name FROM organizations ORDER BY date_formed DESC LIMIT 1,e_government,['organizations']
"select organization_name from Organizations where organization_name like ""% Party %""",False,"Find the name of organizations whose names contain ""Party"".",1429,"SELECT organization_name FROM organizations WHERE organization_name LIKE ""%Party%""",e_government,['organizations']
"select organization_name from Organizations where organization_name like ""% Party %""",False,"What are the names of organizations that contain the word ""Party""?",1430,"SELECT organization_name FROM organizations WHERE organization_name LIKE ""%Party%""",e_government,['organizations']
"select state_province_county from Addresses where town_city = ""6862 Kaitlyn Knolls""",False,"Which state can address ""6862 Kaitlyn Knolls"" possibly be in?",1431,"SELECT state_province_county FROM addresses WHERE line_1_number_building LIKE ""%6862 Kaitlyn Knolls%""",e_government,['addresses']
"select state_province_county from Addresses where line_1_number_building = ""6862 Kaitlyn Knolls""",False,"Give the state corresponding to the line number building ""6862 Kaitlyn Knolls"".",1432,"SELECT state_province_county FROM addresses WHERE line_1_number_building LIKE ""%6862 Kaitlyn Knolls%""",e_government,['addresses']
"select Party from driver where Home_city = ""Hartford"" intersect select Party from driver where Age > 40",False,Show the party with drivers from Hartford and drivers older than 40.,1435,SELECT party FROM driver WHERE home_city  =  'Hartford' AND age  >  40,school_bus,['driver']
"select T2.Name , T1.Driver_ID from school_bus as T1 join driver as T2 on T1.Driver_ID = T2.Driver_ID",False,Show the school name and driver name for all school buses.,1437,"SELECT T2.school ,  T3.name FROM school_bus AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id JOIN driver AS T3 ON T1.driver_id  =  T3.driver_id",school_bus,"['driver', 'school_bus', 'school']"
"select count ( * ) , Document_Type_Code from Documents where Document_Type_Code = ""BK"" group by Document_Type_Code",False,How many documents are with document type code BK for each product id?,1454,"SELECT count(*) ,  project_id FROM Documents WHERE document_type_code  =  ""BK"" GROUP BY project_id",cre_Docs_and_Epenses,['documents']
"select count ( * ) , Document_Type_Code from Documents where Document_Type_Code = ""BK"" group by Document_Type_Code",False,Count the number of documents with the type code BK that correspond to each product id.,1455,"SELECT count(*) ,  project_id FROM Documents WHERE document_type_code  =  ""BK"" GROUP BY project_id",cre_Docs_and_Epenses,['documents']
"select T2.Document_Name , T2.Document_Date from Projects as T1 join Documents as T2 on T1.Project_ID = T2.Project_ID where T1.Project_Details = ""Graph Database""",False,Show the document name and the document date for all documents on project with details 'Graph Database project'.,1456,"SELECT document_name ,  document_date FROM Documents AS T1 JOIN projects AS T2 ON T1.project_id  =  T2.project_id WHERE T2.project_details  =  'Graph Database project'",cre_Docs_and_Epenses,"['projects', 'documents']"
"select T2.Document_Name , T2.Document_Date from Projects as T1 join Documents as T2 on T1.Project_ID = T2.Project_ID where T1.Project_Details = 'Graph Database'",False,What are the names and dates for documents corresponding to project that has the details 'Graph Database project'?,1457,"SELECT document_name ,  document_date FROM Documents AS T1 JOIN projects AS T2 ON T1.project_id  =  T2.project_id WHERE T2.project_details  =  'Graph Database project'",cre_Docs_and_Epenses,"['projects', 'documents']"
"select T3.Statement_Details , T2.Document_Name from Projects as T1 join Documents as T2 on T1.Project_ID = T2.Project_ID join Statements as T3 on T2.Document_ID = T3.Statement_ID where T1.Project_Details = 'Private Project'",False,Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.,1462,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'",cre_Docs_and_Epenses,"['statements', 'projects', 'documents']"
"select T3.Statement_Details , T2.Document_Name from Projects as T1 join Documents as T2 on T1.Project_ID = T2.Project_ID join Statements as T3 on T2.Document_ID = T3.Statement_ID where T1.Project_Details = 'Private Project'",False,"What are the details for statements with the details 'Private Project', and what are the names of the corresponding documents?",1463,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'",cre_Docs_and_Epenses,"['statements', 'projects', 'documents']"
"select Document_Type_Name , Document_Type_Description from Ref_Document_Types",False,What is the document type name and the document type description and creation date for all the documents?,1466,"SELECT T1.document_type_name ,  T1.document_type_description ,  T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code  =  T2.document_type_code",cre_Docs_and_Epenses,"['ref_document_types', 'documents']"
"select T1.Document_Type_Name , T1.Document_Type_Description , T2.Document_Description , T2.Document_Date from Ref_Document_Types as T1 join Documents as T2 on T1.Document_Type_Code = T2.Document_Type_Code",False,"Return the type name, type description, and date of creation for each document.",1467,"SELECT T1.document_type_name ,  T1.document_type_description ,  T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code  =  T2.document_type_code",cre_Docs_and_Epenses,"['ref_document_types', 'documents']"
"select T2.Project_ID , T1.Project_Details from Projects as T1 join Documents as T2 on T1.Project_ID = T2.Project_ID join Documents_with_Expenses as T3 on T2.Document_ID = T3.Document_ID group by T3.Document_Details having count ( * ) > 2",False,Return the ids and details corresponding to projects for which there are more than two documents.,1471,"SELECT T1.project_id ,  T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id HAVING count(*)  >  2",cre_Docs_and_Epenses,"['projects', 'documents', 'documents_with_expenses']"
"select T1.Budget_Type_Code , T1.Budget_Type_Description , T4.Document_Type_Description from Ref_Budget_Codes as T1 join Documents_with_Expenses as T2 on T1.Budget_Type_Code = T2.Budget_Type_Code join Documents as T3 on T2.Document_ID = T3.Document_ID join Ref_Document_Types as T4 on T3.Document_Type_Code = T4.Document_Type_Code",False,Show the budget type code and description and the corresponding document id.,1476,"SELECT T2.budget_type_code ,  T2.budget_type_description ,  T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_budget_codes AS T2 ON T1.budget_type_code  =  T2.budget_type_code",cre_Docs_and_Epenses,"['ref_document_types', 'documents_with_expenses', 'documents', 'ref_budget_codes']"
"select T1.Budget_Type_Code , T4.Document_Type_Description , T3.Document_Description from Ref_Budget_Codes as T1 join Documents_with_Expenses as T2 on T1.Budget_Type_Code = T2.Budget_Type_Code join Documents as T3 on T2.Document_ID = T3.Document_ID join Ref_Document_Types as T4 on T3.Document_Type_Code = T4.Document_Type_Code",False,"Return the budget type codes, budget type descriptions and document ids for documents with expenses.",1477,"SELECT T2.budget_type_code ,  T2.budget_type_description ,  T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_budget_codes AS T2 ON T1.budget_type_code  =  T2.budget_type_code",cre_Docs_and_Epenses,"['ref_document_types', 'documents_with_expenses', 'documents', 'ref_budget_codes']"
"select Name , Location , Number_of_Platforms from station group by count ( * )",False,"Show the name, location, and number of platforms for all stations.",1482,"SELECT name ,  LOCATION ,  number_of_platforms FROM station",train_station,['station']
"select sum ( Total_Passengers ) , Name from station where Location != ""London""",False,Show the names and total passengers for all train stations not in London.,1483,"SELECT name ,  total_passengers FROM station WHERE LOCATION != 'London'",train_station,['station']
"select Location , count ( Total_Passengers ) from station group by Location",False,Show all locations and the total number of platforms and passengers for all train stations in each location.,1485,"SELECT LOCATION ,  sum(number_of_platforms) ,  sum(total_passengers) FROM station GROUP BY LOCATION",train_station,['station']
select Location from station where Number_of_Platforms > 15 group by Location having count ( * ) >= 25,False,Show all locations that have train stations with at least 15 platforms and train stations with more than 25 total passengers.,1486,SELECT DISTINCT LOCATION FROM station WHERE number_of_platforms  >=  15 AND total_passengers  >  25,train_station,['station']
"select T3.Name , T1.Location from station as T1 join train_station as T2 on T1.Station_ID = T2.Station_ID join train as T3 on T2.Train_ID = T3.Train_ID order by T1.Annual_entry_exit",False,List the names and locations of all stations ordered by their yearly entry exit and interchange amounts.,1492,"SELECT name ,  LOCATION FROM station ORDER BY Annual_entry_exit ,  Annual_interchanges",train_station,"['train', 'train_station', 'station']"
"select first_name , last_name from Staff",False,List the first name middle name and last name of all staff.,1493,"SELECT first_name ,  middle_name ,  last_name FROM Staff;",driving_school,['staff']
"select first_name from Staff where first_name = ""Janessa"" and last_name = ""Sawayn""",False,What is the birthday of the staff member with first name as Janessa and last name as Sawayn?,1495,"SELECT date_of_birth FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",driving_school,['staff']
"select date_of_birth from Staff where first_name = ""Janessa"" and last_name = Sawayn'",False,What is the date of birth for the staff member named Janessa Sawayn?,1496,"SELECT date_of_birth FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",driving_school,['staff']
select date_joined_staff from Staff where first_name = 'Janessa' and last_name = 'Sawayn',False,When did the staff member with first name as Janessa and last name as Sawayn leave the company?,1499,"SELECT date_left_staff FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",driving_school,['staff']
"select T1.city from Addresses as T1 join Customers as T2 on T1.address_id = T2.customer_address_id where T2.first_name = ""Janessa Sawayn"" and T2.last_name = 1",False,In what city does Janessa Sawayn live?,1504,"SELECT T1.city FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",driving_school,"['customers', 'addresses', 'staff']"
"select first_name from Staff where first_name = ""Janessa"" and last_name = ""Sawayn""",False,What is the zip code of staff with first name as Janessa and last name as Sawayn lived?,1507,"SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",driving_school,"['addresses', 'staff']"
select count ( * ) from Staff group by staff_address_id having count ( * ) between 2 and 4,False,List the states which have between 2 to 4 staffs living there.,1511,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,driving_school,"['addresses', 'staff']"
select count ( * ) group by having ( * ) between 4 and 2,False,What are the names of the states that have 2 to 4 employees living there?,1512,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,driving_school,"['addresses', 'staff']"
"select count ( * ) from Lessons as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.first_name = ""Rylan"" and T2.last_name = ""Goodwin""",False,How many lessons taken by customer with first name as Rylan and last name as Goodwin were completed?,1523,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",driving_school,"['lessons', 'customers']"
"select count ( * ) from Lessons as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.first_name = ""rylan"" and T2.last_name = 1",False,How many lessons did the customer Ryan Goodwin complete?,1524,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",driving_school,"['lessons', 'customers']"
"select first_name from Customers where first_name = ""Carole"" and last_name = ""Bernhard""",False,Which country does customer with first name as Carole and last name as Bernhard lived in?,1531,"SELECT T2.country FROM Customers AS T1 JOIN Addresses AS T2 ON T1.customer_address_id = T2.address_id WHERE T1.first_name = ""Carole"" AND T1.last_name = ""Bernhard""",driving_school,"['customers', 'addresses']"
"select first_name from Customers where first_name = ""Carole"" and last_name = ""Bernhard""",False,What is the country in which the customer Carole Bernhard lived?,1532,"SELECT T2.country FROM Customers AS T1 JOIN Addresses AS T2 ON T1.customer_address_id = T2.address_id WHERE T1.first_name = ""Carole"" AND T1.last_name = ""Bernhard""",driving_school,"['customers', 'addresses']"
"select T1.zip_postcode from Addresses as T1 join Customers as T2 on T1.address_id = T2.customer_address_id where T2.first_name = ""Carole"" and T2.last_name = 1",False,What is the zip code of the customer Carole Bernhard?,1534,"SELECT T2.zip_postcode FROM Customers AS T1 JOIN Addresses AS T2 ON T1.customer_address_id = T2.address_id WHERE T1.first_name = ""Carole"" AND T1.last_name = ""Bernhard""",driving_school,"['customers', 'addresses']"
"select sum () from Customer_Payments as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.first_name = ""Carole"" and T2.last_name = ""Bernhard""",False,How much in total does customer with first name as Carole and last name as Bernhard paid?,1535,"SELECT sum(T1.amount_payment) FROM Customer_Payments AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Carole"" AND T2.last_name = ""Bernhard""",driving_school,"['customer_payments', 'customers']"
"select avg ( T1.price ) from Lessons as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.first_name = ""Janessa""",False,What is the average price for a lesson taught by Janessa Sawayn?,1544,"SELECT avg(price) FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",driving_school,"['lessons', 'customers', 'staff']"
"select count ( * ) from Lessons as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.first_name = ""Ray"" and T2.last_name = 1",False,How many lesson does customer with first name Ray took?,1545,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Ray""",driving_school,"['lessons', 'customers']"
select count ( * ) from Lessons as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.first_name = 'Ray' and T2.last_name = 1,False,How many lessons did the customer with the first name Ray take?,1546,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Ray""",driving_school,"['lessons', 'customers']"
"select country from airlines where name like ""%""",False,What are the countries of all airlines whose names start with Orbit?,1552,SELECT country FROM airlines WHERE name LIKE 'Orbit%',flight_4,['airlines']
select count ( * ) from airports where name like '%,False,How many airports' names have the word Interanation in them?,1556,SELECT count(*) FROM airports WHERE name LIKE '%International%',flight_4,['airports']
"select count ( * ) from airlines as T1 join routes as T2 on T1.alid = T2.alid where T1.name = ""American""",False,How many routes does American Airlines operate?,1558,SELECT count(*) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',flight_4,"['airlines', 'routes']"
"select count ( * ) from routes as T1 join airports as T2 on T1.dst_apid = T2.apid where T2.country = ""Canadian""",False,How many routes end in a Canadian airport?,1560,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada',flight_4,"['airports', 'routes']"
"select count ( T2.dst_ap ) from airlines as T1 join routes as T2 on T1.alid = T2.alid where T1.country = ""American""",False,Find the number of different airports which are the destinations of the American Airlines.,1565,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',flight_4,"['airlines', 'routes']"
"select count ( T3.name ) from airlines as T1 join routes as T2 on T1.alid = T2.alid join airports as T3 on T2.dst_apid = T3.apid where T1.country = ""American""",False,What is the number of different different airports that are destinations for American Airlines?,1566,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',flight_4,"['airlines', 'airports', 'routes']"
select city from airports group by city having count ( * ) > 3,False,Return the cities with more than 3 airports in the United States.,1567,SELECT city FROM airports WHERE country  =  'United States' GROUP BY city HAVING count(*)  >  3,flight_4,['airports']
