SQL,hyp_correct,NL_query,index,GT,DB,tables
SELECT station.Location FROM station JOIN train_station ON station.Station_ID = train_station.Station_ID WHERE station.Total_Passengers > 25 AND station.Total_Passengers > 15,False,Show all locations that have train stations with at least 15 platforms and train stations with more than 25 total passengers.,1486,SELECT DISTINCT LOCATION FROM station WHERE number_of_platforms  >=  15 AND total_passengers  >  25,train_station,"['train_station', 'station']"
"SELECT train.Name, station.Name FROM train_station JOIN station ON train_station.Train_ID = station.Station_ID JOIN train ON train_station.Station_ID = train.Train_ID",False,show the train name and station name for each train.,1490,"SELECT T2.name ,  T3.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id JOIN train AS T3 ON T3.train_id  =  T1.train_id",train_station,"['train', 'train_station', 'station']"
"SELECT Staff.first_name, Staff.middle_name FROM Staff",False,List the first name middle name and last name of all staff.,1493,"SELECT first_name ,  middle_name ,  last_name FROM Staff;",driving_school,['staff']
"SELECT Addresses.city FROM Addresses JOIN Customers ON Addresses.address_id = Customers.customer_address_id JOIN Staff ON Customers.customer_address_id = Staff.staff_id WHERE Staff.first_name = ""Janessa"" AND Staff.last_name = ""Sawayn""",False,In what city does Janessa Sawayn live?,1504,"SELECT T1.city FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",driving_school,"['addresses', 'staff', 'customers']"
SELECT Addresses.state_province_county FROM Addresses JOIN Staff ON Addresses.address_id = Staff.staff_address_id GROUP BY Addresses.address_id HAVING COUNT(*) BETWEEN 2 AND 4,False,List the states which have between 2 to 4 staffs living there.,1511,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,driving_school,"['addresses', 'staff']"
SELECT Addresses.state_province_county FROM Addresses GROUP BY Addresses.state_province_county HAVING COUNT(*) >= 2,False,What are the names of the states that have 2 to 4 employees living there?,1512,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,driving_school,"['addresses', 'staff']"
"SELECT Customers.cell_mobile_phone_number, Customers.email_address FROM Customers WHERE Customers.amount_outstanding > 2000",False,List phone number and email address of customer with more than 2000 outstanding balance.,1517,"SELECT phone_number ,  email_address FROM Customers WHERE amount_outstanding  >  2000;",driving_school,['customers']
"SELECT Customers.cell_mobile_phone_number, Customers.email_address FROM Customers WHERE Customers.amount_outstanding > 2000",False,What are the phone numbers and email addresses of all customers who have an outstanding balance of more than 2000?,1518,"SELECT phone_number ,  email_address FROM Customers WHERE amount_outstanding  >  2000;",driving_school,['customers']
"SELECT COUNT(*) FROM Customers JOIN Lessons ON Customers.customer_id = Lessons.customer_id WHERE Customers.first_name = ""Rylan"" AND Customers.last_name = ""Goodwin""",False,How many lessons taken by customer with first name as Rylan and last name as Goodwin were completed?,1523,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",driving_school,"['customers', 'lessons']"
"SELECT COUNT(*) FROM Customers JOIN Lessons ON Customers.customer_id = Lessons.customer_id WHERE Customers.first_name = ""Ryan"" AND Customers.last_name = ""Goodwin""",False,How many lessons did the customer Ryan Goodwin complete?,1524,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",driving_school,"['customers', 'lessons']"
"SELECT MAX(Customer_Payments.amount_payment), MIN(Customer_Payments.amount_payment), AVG(Customer_Payments.amount_payment) FROM Customer_Payments",False,"What is the maximum, minimum, and average amount of money outsanding for all customers?",1526,"SELECT max(amount_outstanding) ,  min(amount_outstanding) ,  avg(amount_outstanding) FROM Customers;",driving_school,"['customers', 'customer_payments']"
"SELECT SUM(Lessons.lesson_time) FROM Lessons JOIN Staff ON Lessons.customer_id = Staff.staff_id WHERE Staff.first_name = ""Janessa"" AND Staff.last_name = ""Sawayn""",False,What is the total time for all lessons taught by Janessa Sawayn?,1542,"SELECT sum(lesson_time) FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",driving_school,"['staff', 'lessons']"
"SELECT airports.name, airports.country, airports.elevation FROM airports WHERE airports.city = ""New York""",False,"Find the name, city, country, and altitude (or elevation) of the airports in the city of New York.",1547,"SELECT name ,  city ,  country ,  elevation FROM airports WHERE city  =  'New York'",flight_4,['airports']
"SELECT airports.name, airports.country, airports.elevation FROM airports WHERE airports.city = ""New York""",False,"What is the name, city, country, and elevation for every airport in the city of New York?",1548,"SELECT name ,  city ,  country ,  elevation FROM airports WHERE city  =  'New York'",flight_4,['airports']
"SELECT airlines.country FROM airlines WHERE airlines.callsign LIKE ""Orbit""",False,Find the country of the airlines whose name starts with 'Orbit'.,1551,SELECT country FROM airlines WHERE name LIKE 'Orbit%',flight_4,['airlines']
"SELECT airlines.country FROM airlines WHERE airlines.name LIKE ""% Orbit %""",False,What are the countries of all airlines whose names start with Orbit?,1552,SELECT country FROM airlines WHERE name LIKE 'Orbit%',flight_4,['airlines']
"SELECT COUNT(*) FROM airports WHERE airports.name LIKE ""% International %""",False,Find the number of airports whose name contain the word 'International'.,1555,SELECT count(*) FROM airports WHERE name LIKE '%International%',flight_4,['airports']
"SELECT COUNT(*) FROM airports WHERE airports.name LIKE ""% Inter %""",False,How many airports' names have the word Interanation in them?,1556,SELECT count(*) FROM airports WHERE name LIKE '%International%',flight_4,['airports']
"SELECT COUNT(*) FROM airlines WHERE airlines.name = ""American Airlines""",False,Find the number of routes operated by American Airlines.,1557,SELECT count(*) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',flight_4,"['airlines', 'routes']"
"SELECT COUNT(*) FROM airlines WHERE airlines.name = ""American Airlines""",False,How many routes does American Airlines operate?,1558,SELECT count(*) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',flight_4,"['airlines', 'routes']"
"SELECT COUNT(*) FROM routes JOIN airports ON routes.src_apid = airports.apid WHERE airports.country = ""Canadian""",False,How many routes end in a Canadian airport?,1560,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada',flight_4,"['routes', 'airports']"
"SELECT COUNT(DISTINCT routes.dst_ap) FROM routes JOIN airlines ON airlines.alid = routes.alid WHERE airlines.name = ""American Airlines""",False,Find the number of different airports which are the destinations of the American Airlines.,1565,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',flight_4,"['airlines', 'routes']"
"SELECT COUNT(DISTINCT routes.dst_ap) FROM routes JOIN airlines ON airlines.alid = routes.alid WHERE airlines.name = ""American Airlines""",False,What is the number of different different airports that are destinations for American Airlines?,1566,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',flight_4,"['airlines', 'routes']"
"SELECT COUNT(*) FROM airports WHERE airports.country = ""United States"" AND airports.country > 3",False,What is the number of cities in the United States with more than 3 airports?,1568,SELECT city FROM airports WHERE country  =  'United States' GROUP BY city HAVING count(*)  >  3,flight_4,['airports']
SELECT airports.city FROM airports GROUP BY airports.city HAVING COUNT(*) > 2 ORDER BY COUNT(*) DESC,False,List the cities which have more than 2 airports sorted by the number of airports.,1571,SELECT city FROM airports GROUP BY city HAVING count(*)  >  2 ORDER BY count(*),flight_4,['airports']
SELECT airports.city FROM airports GROUP BY airports.city HAVING COUNT(*) > 2 ORDER BY COUNT(*) DESC,False,What are the cities that have more than 2 airports sorted by number of airports?,1572,SELECT city FROM airports GROUP BY city HAVING count(*)  >  2 ORDER BY count(*),flight_4,['airports']
"SELECT routes.src_ap, COUNT(*) FROM routes JOIN airports ON routes.src_apid = airports.apid GROUP BY routes.src_ap",False,Find the number of routes for each source airport and the airport name.,1573,"SELECT count(*) ,  T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T1.name",flight_4,"['routes', 'airports']"
"SELECT airports.name, COUNT(*) FROM routes JOIN airports ON routes.src_apid = airports.apid GROUP BY airports.apid",False,"For each airport name, how many routes start at that airport?",1574,"SELECT count(*) ,  T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T1.name",flight_4,"['routes', 'airports']"
"SELECT COUNT(*) FROM routes JOIN airports ON routes.dst_apid = airports.apid WHERE airports.country = ""Italian""",False,What is the number of routes whose destinations are Italian airports?,1578,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid WHERE T2.country  =  'Italy',flight_4,"['routes', 'airports']"
"SELECT Orders.order_id, Orders.customer_id FROM Orders ORDER BY Orders.date_order_placed DESC LIMIT 1",False,what are the order id and customer id of the oldest order?,1583,"SELECT order_id ,  customer_id FROM orders ORDER BY date_order_placed LIMIT 1",tracking_orders,['orders']
"SELECT Orders.order_id, Orders.customer_id FROM Orders ORDER BY Orders.date_order_placed DESC LIMIT 1",False,Find the order id and customer id associated with the oldest order.,1584,"SELECT order_id ,  customer_id FROM orders ORDER BY date_order_placed LIMIT 1",tracking_orders,['orders']
"SELECT Customers.customer_name FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id WHERE Orders.order_status = ""Packing""",False,"Which customers have orders with status ""Packing""? Give me the customer names.",1586,"SELECT DISTINCT T1.customer_name FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.order_status = ""Packing""",tracking_orders,"['customers', 'orders']"
"SELECT DISTINCT Customers.customer_details FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id WHERE Orders.order_status = ""on Road""",False,"Find the details of all the distinct customers who have orders with status ""On Road"".",1587,"SELECT DISTINCT T1.customer_details FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.order_status = ""On Road""",tracking_orders,"['customers', 'orders']"
"SELECT DISTINCT Customers.customer_details FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id WHERE Orders.order_status = ""on Road""",False,"What are the distinct customers who have orders with status ""On Road""? Give me the customer details?",1588,"SELECT DISTINCT T1.customer_details FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.order_status = ""On Road""",tracking_orders,"['customers', 'orders']"
SELECT * FROM Customers,False,Give me the names of customers who have placed orders between 2009-01-01 and 2010-01-01.,1593,"SELECT T1.customer_name FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.date_order_placed >= ""2009-01-01"" AND T2.date_order_placed <= ""2010-01-01""",tracking_orders,"['customers', 'orders']"
SELECT * FROM Customers,False,Which customers made orders between 2009-01-01 and 2010-01-01? Find their names.,1594,"SELECT T1.customer_name FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.date_order_placed >= ""2009-01-01"" AND T2.date_order_placed <= ""2010-01-01""",tracking_orders,"['customers', 'orders']"
"SELECT DISTINCT Order_Items.product_id FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id WHERE Orders.date_order_placed IS NULL AND Orders.date_order_placed = ""1975-01-01-01-01""",False,Give me a list of distinct product ids from orders placed between 1975-01-01 and 1976-01-01?,1595,"SELECT DISTINCT T2.product_id FROM orders AS T1 JOIN order_items AS T2 ON T1.order_id = T2.order_id WHERE T1.date_order_placed >= ""1975-01-01"" AND T1.date_order_placed <= ""1976-01-01""",tracking_orders,"['order_items', 'orders']"
SELECT * FROM Customers,False,What are the distinct ids of products ordered between 1975-01-01 and 1976-01-01??,1596,"SELECT DISTINCT T2.product_id FROM orders AS T1 JOIN order_items AS T2 ON T1.order_id = T2.order_id WHERE T1.date_order_placed >= ""1975-01-01"" AND T1.date_order_placed <= ""1976-01-01""",tracking_orders,"['order_items', 'customers', 'orders']"
SELECT Orders.date_order_placed FROM Orders JOIN Invoices ON Orders.order_id = Invoices.invoice_number WHERE Invoices.invoice_number = 10,False,What is the placement date of the order whose invoice number is 10?,1599,SELECT T1.date_order_placed FROM orders AS T1 JOIN shipments AS T2 ON T1.order_id = T2.order_id WHERE T2.invoice_number = 10,tracking_orders,"['shipments', 'invoices', 'orders']"
SELECT Orders.date_order_placed FROM Orders JOIN Invoices ON Orders.order_id = Invoices.invoice_number WHERE Invoices.invoice_number = 10,False,On what day was the order with invoice number 10 placed?,1600,SELECT T1.date_order_placed FROM orders AS T1 JOIN shipments AS T2 ON T1.order_id = T2.order_id WHERE T2.invoice_number = 10,tracking_orders,"['shipments', 'invoices', 'orders']"
SELECT Customers.customer_name FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id GROUP BY Orders.customer_id HAVING COUNT(*) >= 2,False,What are the names of the customers who have made two or less orders?,1608,SELECT T2.customer_name FROM orders AS T1 JOIN customers AS T2 ON T1.customer_id = T2.customer_id GROUP BY T2.customer_id HAVING count(*)  <=  2,tracking_orders,"['customers', 'orders']"
"SELECT AVG(singer.Age), MIN(singer.Age) FROM singer WHERE singer.Country = ""France""",False,"What is the average, minimum, and maximum age of all singers from France?",1611,"SELECT avg(age) ,  min(age) ,  max(age) FROM singer WHERE country  =  'France'",concert_singer,['singer']
"SELECT AVG(singer.Age), MIN(singer.Age), MAX(singer.Age) FROM singer WHERE singer.Country = ""VALUE""",False,"What is the average, minimum, and maximum age for all French singers?",1612,"SELECT avg(age) ,  min(age) ,  max(age) FROM singer WHERE country  =  'France'",concert_singer,['singer']
"SELECT MAX(stadium.Capacity), AVG(stadium.Average) FROM stadium",False,What is the maximum capacity and the average of all stadiums ?,1619,"select max(capacity), average from stadium",concert_singer,['stadium']
"SELECT AVG(stadium.Average), MAX(stadium.Capacity) FROM stadium",False,What is the average and maximum capacities for all stadiums ?,1620,"select avg(capacity) ,  max(capacity) from stadium",concert_singer,['stadium']
"SELECT concert.concert_Name, concert.Theme, COUNT(*) FROM concert JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID JOIN singer ON singer_in_concert.Singer_ID = singer.Singer_ID GROUP BY singer.Name",False,"What are the names , themes , and number of singers for every concert ?",1628,"select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id",concert_singer,"['concert', 'singer', 'singer_in_concert']"
"SELECT singer.Name, COUNT(*) FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID GROUP BY singer.Name",False,List singer names and number of concerts for each singer.,1629,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",concert_singer,"['singer_in_concert', 'singer']"
"SELECT singer.Name, COUNT(*) FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID GROUP BY singer.Name",False,What are the names of the singers and number of concerts for each person?,1630,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",concert_singer,"['singer_in_concert', 'singer']"
"SELECT singer.Name, singer.Country FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID WHERE singer.Song_Name LIKE ""% Hey %""",False,what is the name and nation of the singer who have a song having 'Hey' in its name?,1631,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",concert_singer,"['singer_in_concert', 'singer']"
"SELECT singer.Name, singer.Country FROM singer WHERE singer.Song_Name LIKE ""% Hey %""",False,What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,1632,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",concert_singer,['singer']
"SELECT continents.Continent, countries.CountryName, COUNT(*) FROM continents JOIN countries ON continents.ContId = countries.Continent GROUP BY continents.Continent",False,"For each continent, list its id, name, and how many countries it has?",1634,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;",car_1,"['continents', 'countries']"
"SELECT car_makers.FullName, car_makers.Maker, COUNT(*) FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Maker",False,"How many models does each car maker produce? List maker full name, id and the number.",1635,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;",car_1,"['car_makers', 'model_list']"
"SELECT COUNT(*), car_makers.Maker FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Maker",False,How many car models are produced by each maker ? Only list the count and the maker full name .,1637,"select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;",car_1,"['car_makers', 'model_list']"
"SELECT car_makers.Id, car_makers.FullName, COUNT(*) FROM car_makers JOIN car_names ON car_makers.Id = car_names.MakeId GROUP BY car_makers.Id",False,What is the number of car models that are produced by each maker and what is the id and full name of each maker?,1638,"SELECT Count(*) ,  T2.FullName ,  T2.id FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id GROUP BY T2.id;",car_1,"['car_names', 'car_makers', 'model_list']"
"SELECT cars_data.Accelerate FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Id WHERE car_names.Make = ""amc hornet sportabout (sw""",False,What is the accelerate of the car make amc hornet sportabout (sw)?,1639,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,car_1,"['car_names', 'cars_data']"
"SELECT cars_data.Accelerate FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Accelerate WHERE car_names.Make = ""amc hornet sportaboutout"" AND car_names.Make = ""sw""",False,How much does the car accelerate that makes amc hornet sportabout (sw)?,1640,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,car_1,"['car_names', 'cars_data']"
"SELECT COUNT(*) FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country WHERE countries.CountryName = ""France""",False,What is the number of makers of care in France?,1642,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,car_1,"['countries', 'car_makers']"
SELECT MIN(cars_data.Weight) FROM cars_data WHERE cars_data.Cylinders = 1974 AND cars_data.Year = 8,False,What is the smallest weight of the car produced with 8 cylinders on 1974 ?,1643,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,car_1,['cars_data']
SELECT MIN(cars_data.Weight) FROM cars_data WHERE cars_data.Year = 1974 AND cars_data.Year = 8,False,What is the minimum weight of the car with 8 cylinders produced in 1974 ?,1644,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,car_1,['cars_data']
"SELECT car_makers.Maker, model_list.Model FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker",False,What are all the makers and models?,1645,"SELECT Maker ,  Model FROM MODEL_LIST;",car_1,"['car_makers', 'model_list']"
"SELECT car_makers.Maker, model_list.Model FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker",False,What are the makers and models?,1646,"SELECT Maker ,  Model FROM MODEL_LIST;",car_1,"['car_makers', 'model_list']"
"SELECT countries.CountryName, countries.CountryId FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country",False,What are the countries having at least one car maker? List name and id.,1647,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",car_1,"['countries', 'car_makers']"
"SELECT countries.CountryName, countries.CountryId FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country",False,What are the names and ids of all countries with at least one car maker?,1648,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",car_1,"['countries', 'car_makers']"
"SELECT AVG(cars_data.Edispl) FROM model_list JOIN cars_data ON cars_data.Id = model_list.Maker WHERE model_list.Model = ""volvo""",False,What is the average edispl of the cars of model volvo?,1651,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,car_1,"['car_names', 'cars_data', 'model_list']"
SELECT AVG(cars_data.Edispl) FROM cars_data,False,What is the average edispl for all volvos?,1652,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,car_1,"['car_names', 'cars_data']"
"SELECT MAX(cars_data.Accelerate), cars_data.Cylinders FROM cars_data GROUP BY cars_data.Accelerate",False,What is the maximum accelerate for different number of cylinders?,1653,"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;",car_1,['cars_data']
"SELECT car_makers.FullName, car_makers.Maker FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id HAVING COUNT(*) > 3",False,Which makers designed more than 3 car models? List full name and the id.,1657,"SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",car_1,"['car_makers', 'model_list']"
"SELECT car_makers.Maker, car_makers.Id FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id HAVING COUNT(*) > 3",False,What are the names and ids of all makers with more than 3 models?,1658,"SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",car_1,"['car_makers', 'model_list']"
SELECT COUNT(car_makers.Country) FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country GROUP BY car_makers.Country HAVING COUNT(*) > 2,False,How many countries has more than 2 car makers ?,1661,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,car_1,"['countries', 'car_makers']"
SELECT COUNT(car_makers.Country) FROM countries JOIN car_makers ON countries.CountryId = car_makers.Country GROUP BY car_makers.Country HAVING COUNT(*) > 2,False,What is the number of countries with more than 2 car makers ?,1662,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,car_1,"['countries', 'car_makers']"
SELECT MAX(cars_data.Horsepower) FROM cars_data WHERE cars_data.Year < 1980 OR cars_data.Year < 1980,False,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,1663,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,car_1,['cars_data']
SELECT employee.City FROM employee WHERE employee.Age > 30 GROUP BY employee.City HAVING COUNT(*) > 1,False,Which cities do more than one employee under age 30 come from?,1667,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation,['employee']
SELECT employee.City FROM employee WHERE employee.Age > 30 GROUP BY employee.City HAVING COUNT(*) > 1,False,Find the cities that have more than one employee under age 30.,1668,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation,['employee']
"SELECT shop.Name, COUNT(*) FROM hiring JOIN shop ON hiring.Shop_ID = shop.Shop_ID GROUP BY hiring.Shop_ID",False,Find the number of employees hired in each shop; show the shop name as well.,1677,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation,"['shop', 'hiring']"
"SELECT shop.Name, COUNT(*) FROM hiring JOIN shop ON hiring.Shop_ID = shop.Shop_ID GROUP BY hiring.Shop_ID",False,"For each shop, return the number of employees working there and the name of the shop.",1678,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation,"['shop', 'hiring']"
"SELECT COUNT(DISTINCT TV_Channel.series_name), COUNT(TV_Channel.Content) FROM TV_Channel",False,List the number of different series names and contents in the TV Channel table.,1683,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",tvshow,['tv_channel']
"SELECT COUNT(DISTINCT TV_Channel.series_name), COUNT(TV_Channel.Content) FROM TV_Channel",False,How many different series and contents are listed in the TV Channel table?,1684,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",tvshow,['tv_channel']
"SELECT TV_Channel.series_name FROM Cartoon JOIN TV_Channel ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = ""the Rise of the Blue Beetle !""",False,"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.",1687,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",tvshow,"['cartoon', 'tv_channel']"
"SELECT TV_Channel.series_name FROM Cartoon JOIN TV_Channel ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = ""the Rise of the Blue Beetle""",False,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?",1688,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",tvshow,"['cartoon', 'tv_channel']"
"SELECT Cartoon.Title FROM Cartoon JOIN TV_series ON TV_series.id = Cartoon.Channel JOIN TV_Channel ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.series_name = ""Sky Radio""",False,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",1689,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",tvshow,"['cartoon', 'tv_channel', 'tv_series']"
"SELECT TV_series.Episode FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE TV_Channel.series_name = ""Sky Radio""",False,"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?",1690,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",tvshow,"['cartoon', 'tv_series', 'tv_channel']"
"SELECT MIN(TV_series.Share), MAX(TV_series.Share) FROM TV_series",False,What is minimum and maximum share of TV series?,1693,"SELECT max(SHARE) , min(SHARE) FROM TV_series;",tvshow,['tv_series']
"SELECT TV_series.Channel FROM TV_series WHERE TV_series.Episode = ""A Love of A Lifetime""",False,"What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.",1695,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",tvshow,"['tv_series', 'tv_channel']"
