,Unnamed: 0,Unnamed: 0.1,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,tianyi_code,zhengn,record_id_y,zhengn_code
180,180,376,593,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,select Year from cars_data where Weight < 3000 and Weight < 4000,select distinct year from cars_data where weight between 3000 and 4000;,tianyi,941d5863-4377-4a32-950d-654b78e35662,"F1, BL1",zhengning,7e2f108a-ce7f-4acc-a99c-1bbd54995e6c,"F1, A1b"
181,181,378,611,"How many cartoons were written by ""Joseph Kuhr""?","select count ( * ) from Cartoon where Written_by = ""Joseph Kuhr"" and Title = 1","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",tianyi,d83202b1-1629-4298-80f6-eb51d8706bbb,F4,zhengning,9ac70f4a-bb5e-4f53-93dc-a26e7eeb7a44,F3
182,182,380,612,What is the number of cartoones written by Joseph Kuhr?,"select count ( * ) from Cartoon where Written_by = ""Joseph""","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",tianyi,1eee9537-17d6-44b3-a5bc-3e996c9625eb,D1c,zhengning,fee8b128-85cf-42a9-ac87-c1addde2f68e,D1
183,183,382,622,"When did the episode ""A Love of a Lifetime"" air?","select Air_Date from TV_series where Episode = ""a love a lifetime""","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tianyi,9ff50045-a457-4633-9306-af94ffcca3cb,D1a,zhengning,7bf4e522-4d3d-49a7-be2b-c0d380994381,D1a
184,184,384,624,"What is the weekly rank for the episode ""A Love of a Lifetime""?","select Weekly_Rank from TV_series where Episode = ""a love love a lifetime""","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tianyi,191e2b2a-1354-465e-8818-41434e025c90,D1a,zhengning,b01b9099-4f60-445e-8ceb-f06350eaa591,D1
185,185,386,626,What are the ids of all tv channels that have more than 2 TV channels?,select id from TV_Channel group by count ( * ) > 2,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,tianyi,93ae5c55-8575-4378-809e-4f9b01087a54,"BN1, A1f, O1",zhengning,ab38266f-6a4f-4891-8d02-177594e2cb75,"BN1, O1"
186,186,388,630,Show the name and number of employees for the departments managed by heads whose temporary acting value is 'Yes'?,"select T1.Name , count ( * ) from department as T1 join management as T2 on T1.Department_ID = T2.department_ID join head as T3 on T2.head_ID = T3.head_ID where T2.temporary_acting = 'Yes' group by T3.name","SELECT T1.name ,  T1.num_employees FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id WHERE T2.temporary_acting  =  'Yes'",tianyi,311b0218-7050-4743-90fd-33fa6888f657,"BL2, E1, L4, N3",zhengning,6f136e60-7913-4064-ba52-41ba0ea539d3,"BL1, N3"
187,187,390,631,What are the distinct ages of the heads who are acting?,select age from head,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id  =  T2.head_id WHERE T2.temporary_acting  =  'Yes',tianyi,e75bda8c-a702-4dbc-be10-5b9e7822b265,P3,zhengning,17eaccd0-273a-4b3e-98ad-b2f1067fecd4,P3
188,188,392,632,"Which department has more than 1 head at a time? List the id, name and the number of heads.","select T1.Name , T3.name , count ( * ) from department as T1 join management as T2 on T1.Department_ID = T2.department_ID join head as T3 on T2.head_ID = T3.head_ID group by T3.head_ID having count ( * ) > 1","SELECT T1.department_id ,  T1.name ,  count(*) FROM management AS T2 JOIN department AS T1 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id HAVING count(*)  >  1",tianyi,ec428297-695e-4761-8025-76c5e5534dcf,P3,zhengning,ed2ade0f-48d0-44be-8b4b-4ad4d5b13613,P3
189,189,394,634,Find the name and level of catalog structure with level between 5 and 10.,"select T1.catalog_name , T2.catalog_level_name from Catalogs as T1 join Catalog_Structure as T2 on T1.catalog_id = T2.catalog_id where T2.catalog_level_number between 5 and 10","SELECT catalog_level_name ,  catalog_level_number FROM Catalog_Structure WHERE catalog_level_number BETWEEN 5 AND 10",tianyi,79ffc43e-5e91-4443-87cb-a8ab99960a58,P3,zhengning,4f6842da-2561-4b71-a488-446a13c8688d,P3
190,190,396,635,What are the name and level of catalog structure with level number between 5 and 10,"select T1.catalog_name , T2.catalog_level_name from Catalogs as T1 join Catalog_Structure as T2 on T1.catalog_id = T2.catalog_id where T2.catalog_level_number between 5 and 10","SELECT catalog_level_name ,  catalog_level_number FROM Catalog_Structure WHERE catalog_level_number BETWEEN 5 AND 10",tianyi,5f007c1e-82f6-4e5f-9b55-cf182b92dd35,"BN1, CL1",zhengning,00d19dc0-cfed-47d0-bee8-b122f43d59bf,"CL1, BN1"
191,191,398,636,"Find all the catalog publishers whose name contains ""Murray""","select catalog_name from Catalogs where catalog_publisher like ""% Murray %""","SELECT distinct(catalog_publisher) FROM catalogs WHERE catalog_publisher LIKE ""%Murray%""",tianyi,67bc8101-944c-42af-a300-ed1d87cc088a,"L4, D1",zhengning,16279627-b08f-4b65-a2ed-1409f3acd422,"BL1, A1b"
192,192,400,637,"Which catalog publishers have substring ""Murray"" in their names?","select catalog_publisher from Catalogs where catalog_name like ""% Murray %""","SELECT distinct(catalog_publisher) FROM catalogs WHERE catalog_publisher LIKE ""%Murray%""",tianyi,c88ec2ac-9808-4264-a833-37d19344360f,"BF4, A1b",zhengning,0d2c6f65-75d4-4918-bd76-314fb818d1c5,"BF4, A1b"
193,193,402,638,Find the names and publication dates of all catalogs that have catalog level number greater than 5.,"select T1.catalog_name , T1.date_of_publication from Catalogs as T1 join Catalog_Structure as T2 on T1.catalog_id = T2.catalog_id where T2.catalog_level_name > 5","SELECT t1.catalog_name ,  t1.date_of_publication FROM catalogs AS t1 JOIN catalog_structure AS t2 ON t1.catalog_id  =  t2.catalog_id WHERE catalog_level_number  >  5",tianyi,5d7cc666-213b-46bb-ba28-ba06a8026dde,"BL2, CL1",zhengning,41643013-6352-43ae-b025-c2242b900491,"CL1, AN2"
194,194,404,639,What are the name and publication date of the catalogs with catalog level number above 5?,"select T1.catalog_name , T1.date_of_publication from Catalogs as T1 join Catalog_Structure as T2 on T1.catalog_id = T2.catalog_id join Catalog_Contents as T3 on T2.catalog_level_number = T3.catalog_level_number where T3.catalog_level_number > 5","SELECT t1.catalog_name ,  t1.date_of_publication FROM catalogs AS t1 JOIN catalog_structure AS t2 ON t1.catalog_id  =  t2.catalog_id WHERE catalog_level_number  >  5",tianyi,6583e1f2-69b4-4855-b3f7-8bc39ec35a45,E1,zhengning,1fd9f0bb-ebee-43bb-9efa-dc1b5cb88ff0,E1
195,195,406,640,What is the entry name of the most expensive catalog (in USD)?,select catalog_entry_name from Catalog_Contents order by price_in_pounds desc limit 1,SELECT catalog_entry_name FROM catalog_contents ORDER BY price_in_dollars DESC LIMIT 1,tianyi,0e7655f8-196a-49d0-aa9b-010672c23ed4,BK1,zhengning,c37617e1-020e-468f-b85a-e012d589a32d,BK1
196,196,408,642,What are the average and minimum price (in Euro) of all products?,"select avg ( price_in_dollars ) , min ( price_in_euros ) from Catalog_Contents where limit 1","SELECT avg(price_in_euros) ,  min(price_in_euros) FROM catalog_contents",tianyi,2c00a5d2-a772-4c5e-b804-7d2b93dd4ef8,"F4, BL1",zhengning,490706f2-3ca7-4b4a-b56a-f95a5eac4bfa,"F3, BL1"
197,197,410,643,Give me the average and minimum price (in Euro) of the products.,"select avg ( price_in_dollars ) , min ( price_in_euros ) from Catalog_Contents where limit 1","SELECT avg(price_in_euros) ,  min(price_in_euros) FROM catalog_contents",tianyi,0e3f3b99-07a2-4367-980e-1254c729788c,"F4, BL1",zhengning,0c818eba-2a2f-4554-bdfe-62032a72087a,"F3, BL1"
198,198,412,646,Find the name of the product that has the smallest capacity.,select capacity from Catalog_Contents order by capacity limit 1,SELECT catalog_entry_name FROM catalog_contents ORDER BY capacity ASC LIMIT 1,tianyi,04dffc39-44a2-4a3a-a520-93a1796319a9,BL1,zhengning,c100cb32-4ca0-4090-9a82-994ab06da3a9,"BL1, K2"
199,199,414,648,"Find the names of all the products whose stock number starts with ""2"".",select product_stock_number from Catalog_Contents where product_stock_number like 2%',"SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",tianyi,fd0e02d5-4a56-459f-8794-d6ec4470733a,BL1,zhengning,448199bf-2bb7-4575-84d3-5ca078a1f471,"BL1, P3"
200,200,416,649,"Which catalog contents have a product stock number that starts from ""2""? Show the catalog entry names.",select catalog_entry_name from Catalog_Contents where product_stock_number like 2,"SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",tianyi,0fe04fa6-42f2-4e0c-a4e0-e6a9a09158f6,P3,zhengning,5b3ffcba-3aa2-4a0b-a063-f316a1329ed2,P3
201,201,418,650,Find the names of catalog entries with level number 8.,select T1.catalog_entry_name from Catalog_Contents as T1 join Catalog_Structure as T2 on T1.catalog_level_number = T2.catalog_level_number where T2.catalog_level_name = 8,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""",tianyi,4cff95b5-a986-45df-b1c7-103934b69eea,"D1c, P1",zhengning,a2740956-792c-4665-85bd-f90a13d5bbfa,P1
202,202,420,651,What are the names of catalog entries with level number 8?,select catalog_entry_name from Catalog_Contents where catalog_level_number = 8,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""",tianyi,1ff989b0-6cb5-497d-a569-b49149eb43c9,"E1, D1c, CE2",zhengning,175084f1-1021-4cbf-8b96-b25601e0aee8,CE2
203,203,422,652,Find the names of the products with length smaller than 3 or height greater than 5.,select count ( height ) from Catalog_Contents where length < 3 or width > 5,SELECT catalog_entry_name FROM catalog_contents WHERE LENGTH  <  3 OR width  >  5,tianyi,8630edd6-ffc2-465c-8532-05acf73a3743,"L4, BL1",zhengning,d571326a-fb52-4248-9b82-241f70cc9163,"L4, BL1"
204,204,424,656,Find the name and capacity of products with price greater than 700 (in USD).,"select height , capacity from Catalog_Contents where price_in_dollars > 700","SELECT catalog_entry_name ,  capacity FROM Catalog_Contents WHERE price_in_dollars  >  700",tianyi,d20bdea3-ba47-451a-93f5-0350f8e9e29a,BL1,zhengning,8c2f8056-edd3-4530-a4ba-b102737d9bec,BL1
205,205,426,657,Which catalog contents has price above 700 dollars? Show their catalog entry names and capacities.,"select catalog_entry_name , height from Catalog_Contents where price_in_dollars > 700","SELECT catalog_entry_name ,  capacity FROM Catalog_Contents WHERE price_in_dollars  >  700",tianyi,9b782741-c718-42ce-a5f4-5bdf8cd9067f,BL1,zhengning,99c63fe9-c2c3-435d-89be-ac4a3fa5c27b,BL1
206,206,428,660,"Find the names of all artists that have ""a"" in their names.","select Name from Artist where Name like ""% a %""","SELECT Name FROM ARTIST WHERE Name LIKE ""%a%""",tianyi,e98d67b6-a32a-4e7a-8a97-07619d3e0646,P3,zhengning,ae5d77af-d19f-489e-8ec7-46a41550e14e,P3
207,207,430,662,"Find the title of all the albums of the artist ""AC/DC"".","select T2.Title from Artist as T1 join Album as T2 on T1.ArtistId = T2.ArtistId where T1.Name = ""ac / dc""","SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""",tianyi,f21bae42-d3c4-4da6-9802-78278a771c05,"E1, D1c",zhengning,c3edbfc8-7dd6-4f28-943f-a8fcb869faee,"D1a, E1"
208,208,432,663,"What are the titles of albums by the artist ""AC/DC""?","select T2.Title from Artist as T1 join Album as T2 on T1.ArtistId = T2.ArtistId where T1.Name = ""ac / dc""","SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""",tianyi,cab9a4cd-ab60-4845-90f7-d5dfe65978ba,D1c,zhengning,8b518438-42f2-4ac1-a501-87933d19fe3c,D1
209,209,434,668,"Find the names of all the tracks that contain the word ""you"".","select Name from Track where Name like ""% you %""",SELECT Name FROM TRACK WHERE Name LIKE '%you%',tianyi,dda0983d-c3f4-49ab-bf9e-c58d4bbb966a,P3,zhengning,d70eba5e-e2d5-41d4-91a1-b76bdffe7838,P3
210,210,436,669,What are the names of tracks that contain the the word you in them?,select Name from Track where Name like 1,SELECT Name FROM TRACK WHERE Name LIKE '%you%',tianyi,38a116f1-763d-40a9-9e4f-55985c037035,P3,zhengning,eb09802c-2d39-4eb4-b9c9-86f13779ab78,P3
211,211,438,670,What are the durations of the longest and the shortest tracks in milliseconds?,"select Milliseconds , max ( Milliseconds ) from Track order by Milliseconds limit 1","SELECT max(Milliseconds) ,  min(Milliseconds) FROM TRACK",tianyi,61c125e3-f2ce-4323-a1c3-0b6302609b4a,"L4, Q1",zhengning,bf48de04-e0f9-4440-a63e-3e0f8de18193,"L5, Q1"
212,212,440,672,"Show the album names, ids and the number of tracks for each album.","select T2.Title , T1.AlbumId , count ( * ) from Track as T1 join Album as T2 on T1.AlbumId = T2.AlbumId group by T2.Title","SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",tianyi,42da2d3d-7820-490d-867e-b78c50a5c8c9,"D1a, E1, CL1",zhengning,b55eb153-8481-446c-96a9-24b67578f6ee,"D1a, E1, CL1"
213,213,442,673,"What are the names and ids of the different albums, and how many tracks are on each?","select T2.Title , count ( * ) from Track as T1 join Album as T2 on T1.AlbumId = T2.AlbumId group by T2.AlbumId","SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",tianyi,9dbe412f-5ed9-4daa-b24a-7562ad2d4441,"BN1, E1, BL1, CL1",zhengning,6128a879-1ca5-47c0-9e5a-dee9028659d8,"BN1, E1, CL1"
214,214,444,674,How many tracks belong to rock genre?,"select count ( * ) from Genre as T1 join Track as T2 on T1.GenreId = T2.GenreId where T1.Name = ""rock""","SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,c36f5ba1-9c59-45be-9858-d06b4686904f,D1a,zhengning,645716fc-97fb-496b-aa23-a59f3b198d38,D1a
215,215,446,675,Count the number of tracks that are part of the rock genre.,"select count ( * ) from Genre as T1 join Track as T2 on T1.GenreId = T2.GenreId where T1.Name = ""rock""","SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,42125700-8aa0-44bc-af5b-29aa7d3437b4,D1a,zhengning,15dbe218-bd4b-4e7f-9992-d522470ee680,D1a
216,216,448,677,Find the average unit price of jazz tracks.,"select avg ( T3.UnitPrice ) from Genre as T1 join Track as T2 on T1.GenreId = T2.GenreId join InvoiceLine as T3 on T2.TrackId = T3.TrackId where T1.Name = ""jazz""","SELECT AVG(UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Jazz""",tianyi,4b23877f-93ee-4aa8-ba8a-17c7618253bf,"BN1, BL1, CL1",zhengning,b1d5b7ef-6ba9-4319-82a9-b920353243e3,"BN1, CL1"
217,217,450,678,"What is the first name and last name of the customer that has email ""luisg@embraer.com.br""?","select FirstName , LastName from Customer where Email = ""luisg @ . embraer com br""","SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",tianyi,64988a71-1740-40f7-8e4c-841c6ca696da,D1c,zhengning,49e786f0-b239-4989-95bb-2702810f879d,D1
218,218,452,679,"Find the full name of the customer with the email ""luisg@embraer.com.br"".","select FirstName , LastName from Customer where Email = ""luisg . @ embraer com br""","SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",tianyi,d61e0da5-5b22-408c-8ba6-e894533bdc3f,D1c,zhengning,2fbf42a6-f957-4877-b5a7-90e9b566cf74,D1
219,219,454,680,"How many customers have email that contains ""gmail.com""?","select count ( * ) from Customer where Email like ""gmail . com %""","SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""",tianyi,efdf72c5-0c23-4a71-b60e-0220055bb2b6,P3,zhengning,58ced0b7-5a07-4b4f-b8f7-223a7178b9d3,P3
220,220,456,681,"Count the number of customers that have an email containing ""gmail.com"".","select count ( * ) from Customer where Email = ""gmail . com""","SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""",tianyi,e3388ea3-2eab-4296-b59c-d64ee8e9c2e4,"D1c, P1",zhengning,d4011417-1589-4df4-aca7-e8b94bdd391e,P1
221,221,458,684,What city does the employee who helps the customer with postal code 70174 live in?,select City from Employee where PostalCode = 70174,"SELECT T2.City FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId WHERE T1.PostalCode  =  ""70174""",tianyi,4daece7d-58d6-4cb0-b115-a87cfa0b1499,P3,zhengning,9149c834-9b0e-4564-bd6d-2d6003625329,P3
222,222,460,688,Find the first names of all customers that live in Brazil and have an invoice.,select T2.FirstName from Invoice as T1 join Customer as T2 on T1.CustomerId = T2.CustomerId where T2.Country = 'Brazil' and T1.BillingCountry = '` Brazil',"SELECT DISTINCT T1.FirstName FROM CUSTOMER AS T1 JOIN INVOICE AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T1.country  =  ""Brazil""",tianyi,c0f5779b-de23-43a4-a8df-1d0266196d4e,"F3, A1b",zhengning,68db5911-beef-4c8d-84f2-0164a01dc660,"F3, A1b"
223,223,462,689,What are the different first names for customers from Brazil who have also had an invoice?,select T2.FirstName from Invoice as T1 join Customer as T2 on T1.CustomerId = T2.CustomerId where T2.Country = 'Brazil' and T1.BillingCountry = 1,"SELECT DISTINCT T1.FirstName FROM CUSTOMER AS T1 JOIN INVOICE AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T1.country  =  ""Brazil""",tianyi,511893de-180d-4f61-922d-24dc6acfc7ad,"F3, A1b",zhengning,bf2946b3-29f1-4f83-a4f7-893501dde648,"F3, A1b"
224,224,464,690,Find the address of all customers that live in Germany and have invoice.,"select T2.Address from Invoice as T1 join Customer as T2 on T1.CustomerId = T2.CustomerId where T2.Country = ""Germany"" and T1.BillingCountry = ""Germany""","SELECT DISTINCT T1.Address FROM CUSTOMER AS T1 JOIN INVOICE AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T1.country  =  ""Germany""",tianyi,63cd452e-486d-45ab-8684-ecbfe58b4bfb,"F4, A1b",zhengning,870756bc-b202-445a-80c2-5e3a1a8f36e0,"F3, A1b"
225,225,466,692,How many tracks are in the AAC audio file media type?,"select count ( * ) from MediaType as T1 join Track as T2 on T1.MediaTypeId = T2.MediaTypeId where T1.Name = ""AAC audio file media""","SELECT COUNT(*) FROM MEDIATYPE AS T1 JOIN TRACK AS T2 ON T1.MediaTypeId  =  T2.MediaTypeId WHERE T1.Name  =  ""AAC audio file""",tianyi,e756c32f-e45b-4eaf-af72-438be74858f4,"BL1, CE2, CL1",zhengning,a59004e1-5b55-4434-807e-e1227df19aa0,"CE2, CL1"
226,226,468,694,Please show the employee first names and ids of employees who serve at least 10 customers.,"select T1.FirstName , T1.EmployeeId from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId group by T2.FirstName having count ( * ) >= 10","SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",tianyi,868c22b9-864f-4665-8a68-645c306a3d3f,BN1,zhengning,f72067ca-7b0f-4a50-b793-48fffa197eef,BN1
227,227,471,695,What are the first names and support rep ids for employees serving 10 or more customers?,"select T1.FirstName , T2.FirstName , T3.CustomerId from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId join Invoice as T3 on T2.CustomerId = T3.CustomerId group by T1.EmployeeId having count ( T2.CustomerId ) >= 10","SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",tianyi,b42ed689-6f3b-4b49-8455-e41ad60604cc,"BL2, E1, O3",zhengning,16d11ce8-b350-46a4-9b75-95833770da0e,"O3, BL2, E1, BL1, CL1"
228,228,473,696,Please show the employee last names that serves no more than 20 customers.,select T1.LastName from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId where T2.LastName < 20 group by T1.LastName having count ( * ) >= 1,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,tianyi,c5531347-7d9c-4f23-8b31-141c9798a64a,"BN1, CL1, D1, O3",zhengning,3ef57686-2282-415c-be90-98adf8f25723,"O3, F3, CL1"
229,229,475,697,What are the last names of employees who serve at most 20 customers?,select T1.LastName from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId where T2.LastName <= 20,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,tianyi,b945c175-add0-4f69-997b-c779a55317bc,"F3, A1f, AN2",zhengning,a876f08b-19aa-4e36-9ea3-5c9a4c0cc207,"F3, A1f"
230,230,477,698,What is the average unit price of rock tracks?,"select avg ( T3.UnitPrice ) from Genre as T1 join Track as T2 on T1.GenreId = T2.GenreId join InvoiceLine as T3 on T2.TrackId = T3.TrackId where T1.Name = ""rock""","SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,0c1846e7-746a-499c-aa22-494101f74c54,"BE5, BF4, CE2",zhengning,d7986848-35a3-4e48-94da-6be370ce6462,"CE3, BF4"
231,231,479,705,What are the names and trade names of the medcines that are FDA approved?,"select name , Trade_Name from medicine where FDA_approved = """"","SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",tianyi,18a35bfd-e44a-47cd-8afb-37decce992e5,D1,zhengning,ffd8e1dd-3b4d-4b35-aa0d-5888dad30f47,D1
232,232,481,707,"For every medicine id, what are the names of the medicines that can interact with more than one enzyme?",select T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id group by T1.medicine_id having count ( * ) > 1,"SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",tianyi,05df9ebd-88a2-4a93-9875-e5406e32742f,"BL3, BN1, D1, O3",zhengning,5918e157-2a99-4ac1-94f3-125e85d28a5f,O3
233,233,483,708,What is the id and trade name of the medicines can interact with at least 3 enzymes?,"select T3.id , T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id join enzyme as T3 on T1.enzyme_id = T3.id group by T1.medicine_id having count ( * ) >= 3","SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",tianyi,96f932cb-8c07-495d-b247-dd056f82bd3a,"BE5, BF4, CE2",zhengning,140d1be2-4f97-4ebb-acce-e722e7fd63b5,"CF5, D1, CE2"
234,234,485,709,What are the ids and trade names of the medicine that can interact with at least 3 enzymes?,"select T1.medicine_id , T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id group by T1.medicine_id having count ( * ) >= 3","SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",tianyi,3151f680-03a6-4c81-bab5-1ce011af9d7a,P3,zhengning,4e6a7252-b942-4d8b-951e-1f214ba58c93,P3
235,235,487,710,"What are the distinct name, location and products of the enzymes which has any 'inhibitor' interaction?","select T2.name , T2.Location , T2.Product from medicine_enzyme_interaction as T1 join enzyme as T2 on T1.enzyme_id = T2.id where T1.interaction_type = 'inhibitor'","SELECT DISTINCT T1.name ,  T1.location ,  T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id  =  T1.id WHERE T2.interaction_type  =  'inhibitor'",tianyi,f3eac9ad-583e-4d6a-a1cb-cfb8444d570f,A1b,zhengning,f979e5fe-4ae5-4bce-a563-3e3c15351a1a,A1b
236,236,489,711,"What are the different names, locations, and products of the enzymes that are capable inhibitor interactions?","select T2.name , T2.Location , T2.Product from medicine_enzyme_interaction as T1 join enzyme as T2 on T1.enzyme_id = T2.id where T1.interaction_type = ""inhibitor""","SELECT DISTINCT T1.name ,  T1.location ,  T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id  =  T1.id WHERE T2.interaction_type  =  'inhibitor'",tianyi,cd20913b-452d-4200-8366-39b87f18b031,A1b,zhengning,270e5c79-a71e-4767-8d61-98ff65c5ffd1,A1b
237,237,491,712,"Which enzyme names have the substring ""ALA""?","select name from enzyme where name like ""% ALA %""","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",tianyi,3c91a06b-15e4-4662-a9e0-e2acaeb90f0a,P3,zhengning,308aa7a6-c2cf-4301-aa7c-c5d397d859fe,P3
238,238,493,715,How many medicines are offered by each trade name?,"select count ( * ) , Trade_Name from medicine group by name","SELECT trade_name ,  count(*) FROM medicine GROUP BY trade_name",tianyi,b4f9a4e5-c4e7-4b84-86c6-06a7b1fc4d10,"BL3, BN1",zhengning,160f8dac-1295-408a-8ad9-7fc31da40158,BN1
239,239,495,718,List all public schools and their locations.,"select School , Location from university","SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",tianyi,30f86604-794d-4c43-b22f-106c03898492,F4,zhengning,53d3ed66-2880-43d4-91c4-a408d138b570,F4
240,240,497,719,What are the public schools and what are their locations?,"select School , Location from university","SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",tianyi,2085ffe2-ab09-4c63-a3b0-64f576e3be5a,F4,zhengning,330b2340-af4e-4ae7-8dad-6c9771671919,F4
241,241,499,720,When was the school with the largest enrollment founded?,select School from university order by Founded desc limit 1,SELECT founded FROM university ORDER BY enrollment DESC LIMIT 1,tianyi,50bac2b1-080f-41d1-8de6-fde6554a0d22,"BK1, BL1",zhengning,482df8d2-0105-4f49-9a4c-efe98e7e1658,"BK1, BL1"
242,242,501,724,Find the location and all games score of the school that has Clemson as its team name.,"select T1.Location , T2.Team_Name from university as T1 join basketball_match as T2 on T1.School_ID = T2.School_ID where T1.School = ""Clemson""","SELECT t2.All_Games ,  t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE team_name  =  'Clemson'",tianyi,b2faad2b-f287-4132-bfef-7e141d8e64a2,"BF4, BL1",zhengning,60a61fdc-a03f-4bb2-91d7-48ece56a9c9d,"BF4, BL1"
