record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,coder,duration,cur_id,batch_id,GT_sql
0b38de8e-0dcb-4772-ae64-7ce59da70f69,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance, GROUP BY, accounts.name, accounts, accounts.custid = savings.custid","A column is missing. The Natural language query is asking for 'the total checking and savings balance', the 'savings.balance' should be 'checking.balance + savings.balance'.; The table 'checking' is referred twice. The 'JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance' should be 'JOIN checking ON accounts.custid = checking.custid WHERE savings.balance < checking.balance'.; The 'GROUP BY accounts.name' is additional.",Miss column; refer to redundant table; additional sorting; refer to additional column,Tianyi,1052.545,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
8e5b2ddc-c6cc-4e17-9209-f3a5710dfe13,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"accounts.name , savings.balance, WHERE savings.balance<savings.balance , GROUP BY, accounts.name","1, miss one keyword: ""checking"";
 2, misunderstand the keyword: comparative target error;",Miss keyword; misunderstand keyword,Tianyi,400.122,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
ca57caac-9b04-4b0d-afcf-2f8ed38bb0fb,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance","1. failed to understand ""total balance"" should be savings balance + checking balance
 2. error in comparison -- saving balance in lower than checking balance",Misunderstand the NLQ; error in comparison,Tianyi,100.534,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
a131c2c9-e643-434c-bc9b-ac4f839f52a0,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,,Inappropriate returned attribute: It should return 'the sum of checking and savings balance' rather than only 'savings balance'.,Return a wrong column,Toby,179.536,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
0b38de8e-0dcb-4772-ae64-7ce59da70f69,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance, GROUP BY, accounts.name, accounts, accounts.custid = savings.custid","A column is missing. The Natural language query is asking for 'the total checking and savings balance', the 'savings.balance' should be 'checking.balance + savings.balance'.; The table 'checking' is referred twice. The 'JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance' should be 'JOIN checking ON accounts.custid = checking.custid WHERE savings.balance < checking.balance'.; The 'GROUP BY accounts.name' is additional.",Return a wrong column; Misunderstand the query,Toby,1052.545,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
8e5b2ddc-c6cc-4e17-9209-f3a5710dfe13,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"accounts.name , savings.balance, WHERE savings.balance<savings.balance , GROUP BY, accounts.name","1, miss one keyword: ""checking"";
 2, misunderstand the keyword: comparative target error;",Miss a keyword,Toby,400.122,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
ca57caac-9b04-4b0d-afcf-2f8ed38bb0fb,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance","1. failed to understand ""total balance"" should be savings balance + checking balance
 2. error in comparison -- saving balance in lower than checking balance",Misunderstand the query;,Toby,100.534,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
a131c2c9-e643-434c-bc9b-ac4f839f52a0,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,,Inappropriate returned attribute: It should return 'the sum of checking and savings balance' rather than only 'savings balance'.,Inappropriate returned attribute,Zheng Z,179.536,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
0b38de8e-0dcb-4772-ae64-7ce59da70f69,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance, GROUP BY, accounts.name, accounts, accounts.custid = savings.custid","A column is missing. The Natural language query is asking for 'the total checking and savings balance', the 'savings.balance' should be 'checking.balance + savings.balance'.; The table 'checking' is referred twice. The 'JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance' should be 'JOIN checking ON accounts.custid = checking.custid WHERE savings.balance < checking.balance'.; The 'GROUP BY accounts.name' is additional.",Miss attribute in the result; Inappropriate JOIN,Zheng Z,1052.545,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
8e5b2ddc-c6cc-4e17-9209-f3a5710dfe13,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"accounts.name , savings.balance, WHERE savings.balance<savings.balance , GROUP BY, accounts.name","1, miss one keyword: ""checking"";
 2, misunderstand the keyword: comparative target error;",Miss attribute in the result; Misunderstand the query,Zheng Z,400.122,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
ca57caac-9b04-4b0d-afcf-2f8ed38bb0fb,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance","1. failed to understand ""total balance"" should be savings balance + checking balance
 2. error in comparison -- saving balance in lower than checking balance",Misunderstand the query; Inappropriate WHERE conditions,Zheng Z,100.534,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
a131c2c9-e643-434c-bc9b-ac4f839f52a0,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,,Inappropriate returned attribute: It should return 'the sum of checking and savings balance' rather than only 'savings balance'.,inappropriate returned attributes,Zheng N,179.536,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
0b38de8e-0dcb-4772-ae64-7ce59da70f69,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance, GROUP BY, accounts.name, accounts, accounts.custid = savings.custid","A column is missing. The Natural language query is asking for 'the total checking and savings balance', the 'savings.balance' should be 'checking.balance + savings.balance'.; The table 'checking' is referred twice. The 'JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance' should be 'JOIN checking ON accounts.custid = checking.custid WHERE savings.balance < checking.balance'.; The 'GROUP BY accounts.name' is additional.",keyword error: miss column keywords; opposite comparators,Zheng N,1052.545,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
8e5b2ddc-c6cc-4e17-9209-f3a5710dfe13,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"accounts.name , savings.balance, WHERE savings.balance<savings.balance , GROUP BY, accounts.name","1, miss one keyword: ""checking"";
 2, misunderstand the keyword: comparative target error;",keyword error: miss column keywords; opposite comparators,Zheng N,400.122,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
ca57caac-9b04-4b0d-afcf-2f8ed38bb0fb,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance","1. failed to understand ""total balance"" should be savings balance + checking balance
 2. error in comparison -- saving balance in lower than checking balance",fail to understand the query; opposite comparators,Zheng N,100.534,27,1,"SELECT T1.name , T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid = T2.custid JOIN savings AS T3 ON T1.custid = T3.custid WHERE T3.balance < T2.balance"
c849ef1c-eec1-4c54-acda-84941aba33b6,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,,"JOIN by a wrong table: For the second join, the table to be used should be 'physician' rather than 'procedures'.",incorrect join tables,Tianyi,205.526,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
20f571c9-4f4f-4ad0-a9a4-03b947c00151,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,procedures.code = trained_in.physician,The Hypothetical query refers to an incorrect table and column. The 'procedures.code = trained_in.physician' should be 'physician.employeeid = trained_in.physician'.,Refer to incorrect table and column,Tianyi,413.011,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
31aa88af-c369-40d8-a89a-b26b2db336dd,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"AVG( procedures.cost ), procedures",1. choose a wrong table,Refer to incorrect table,Tianyi,427.903,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
a5892bd3-b90d-46f7-aa41-3acf49ae70fd,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"procedures.code = trained_in.treatment, procedures.code = trained_in.physician",should join on procedures.code = trained_in.treatment instead of physician,Join incorrect tables,Tianyi,184.571,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
c849ef1c-eec1-4c54-acda-84941aba33b6,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,,"JOIN by a wrong table: For the second join, the table to be used should be 'physician' rather than 'procedures'.",Error in JOIN; Refer to a wrong table;,Toby,205.526,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
20f571c9-4f4f-4ad0-a9a4-03b947c00151,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,procedures.code = trained_in.physician,The Hypothetical query refers to an incorrect table and column. The 'procedures.code = trained_in.physician' should be 'physician.employeeid = trained_in.physician'.,Refer to a wrong table; Refer to a wrong column;,Toby,413.011,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
31aa88af-c369-40d8-a89a-b26b2db336dd,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"AVG( procedures.cost ), procedures",1. choose a wrong table,Refer to a wrong table;,Toby,427.903,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
a5892bd3-b90d-46f7-aa41-3acf49ae70fd,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"procedures.code = trained_in.treatment, procedures.code = trained_in.physician",should join on procedures.code = trained_in.treatment instead of physician,Inappropriate JOIN; Refer to a wrong column,Toby,184.571,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
c849ef1c-eec1-4c54-acda-84941aba33b6,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,,"JOIN by a wrong table: For the second join, the table to be used should be 'physician' rather than 'procedures'.",Inappropraite JOIN; Inappropriate use of table,Zheng Z,205.526,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
20f571c9-4f4f-4ad0-a9a4-03b947c00151,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,procedures.code = trained_in.physician,The Hypothetical query refers to an incorrect table and column. The 'procedures.code = trained_in.physician' should be 'physician.employeeid = trained_in.physician'.,Inappropriate use of table; Inappropriate use of attribute,Zheng Z,413.011,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
31aa88af-c369-40d8-a89a-b26b2db336dd,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"AVG( procedures.cost ), procedures",1. choose a wrong table,Inappropriate use of table,Zheng Z,427.903,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
a5892bd3-b90d-46f7-aa41-3acf49ae70fd,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"procedures.code = trained_in.treatment, procedures.code = trained_in.physician",should join on procedures.code = trained_in.treatment instead of physician,Inapporpriate JOIN; Inappropriate use of attribute,Zheng Z,184.571,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
a5892bd3-b90d-46f7-aa41-3acf49ae70fd,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"procedures.code = trained_in.treatment, procedures.code = trained_in.physician",should join on procedures.code = trained_in.treatment instead of physician,table error: select a wrong table,Zheng N,184.571,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
c849ef1c-eec1-4c54-acda-84941aba33b6,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,,"JOIN by a wrong table: For the second join, the table to be used should be 'physician' rather than 'procedures'.",table error: select a wrong table,Zheng N,205.526,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
20f571c9-4f4f-4ad0-a9a4-03b947c00151,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,procedures.code = trained_in.physician,The Hypothetical query refers to an incorrect table and column. The 'procedures.code = trained_in.physician' should be 'physician.employeeid = trained_in.physician'.,table error: select a wrong table,Zheng N,413.011,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
31aa88af-c369-40d8-a89a-b26b2db336dd,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"AVG( procedures.cost ), procedures",1. choose a wrong table,table error: select a wrong table,Zheng N,427.903,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid = T2.physician JOIN procedures AS T3 ON T3.code = T2.treatment WHERE T1.name = ""John Wen"""
62ad9e69-ec3f-441a-bc44-6fad216a6cd5,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2367,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014),"1. redundant concert.year=2014
 2. error in comparing stadium_id with stadium.name for equality",Additional condition; error in comparison,Tianyi,78.836,29,1,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014
99598e61-e6dd-416d-8677-146dd68ae857,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2367,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,,Inappropriate JOIN attribute: the SELECT attribute in the sub-clause should be 'concert.stadium_id'.,inappropriate use of syntax,Tianyi,338.085,29,1,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014
fe2eab01-3b24-4fd8-bbc5-f1e3419620b8,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2367,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014),Misunderstanding the Natural language query. The phrase 'WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)' should be 'EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014'.,Inappropriate use of syntax; misunderstand the NLQ; ground truth incorrect; refer to incorrect column,Tianyi,257.067,29,1,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014
dfa640c1-ff03-433d-bda7-6e4c9e2fafdb,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2367,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014),"1. miss the keyword ""except""",Miss syntax,Tianyi,184.823,29,1,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014
